"Protein","Entry_Num","Probability","Coverage","Independent_Spectra","Percent_Spectrum_ID","Protein_Group","Ratio_130.129_Rep1","Ratio_131.129_Rep1","Ratio_130.129Rep_2","Ratio_131.129Rep_2","Description","Gene_Name"
"sp|P14868|SYDC_HUMAN","703a",1,36.3,98,0.099,"703",0.555,0.345,0.612,0.343,"Aspartate--tRNA ligase, cytoplasmic ","DARS"
"sp|P14923|PLAK_HUMAN","606g",1,9,15,0.011,"606",1.222,0.762,0.73,0.29,"Junction plakoglobin ","JUP"
"sp|P14927|QCR7_HUMAN","704a",1,36,18,0.015,"704",0.31,0.39,0.555,0.2375,"Cytochrome b-c1 complex subunit 7 ","UQCRB"
"sp|P15121|ALDR_HUMAN","705a",1,24.4,32,0.03,"705",0.493333333333333,0.338333333333333,0.691428571428571,0.355714285714286,"Aldose reductase ","AKR1B1"
"sp|P15151-2|PVR_HUMAN","85",1,6.9,6,0.007,"85",1.35,0.68,0.9,0.47,"Isoform Beta of Poliovirus receptor ","PVR"
"sp|P15153|RAC2_HUMAN","1059b",1,33.3,100,0.063,"1059",1.40058823529412,0.989411764705882,1.26809523809524,0.898095238095238,"Ras-related C3 botulinum toxin substrate 2 ","RAC2"
"sp|P15170-2|ERF3A_HUMAN","706a",1,4.1,9,0.01,"706",0.395,0.19,0.375,0.245,"Isoform 2 of Eukaryotic peptide chain release factor GTP-binding subunit ERF3A ","GSPT1"
"sp|P15311|EZRI_HUMAN","783b",1,35.7,232,0.153,"783",1.065,0.604090909090909,0.99530612244898,0.560816326530612,"Ezrin ","EZR"
"sp|P15529-10|MCP_HUMAN","707a",1,9.7,18,0.018,"707",1.892,1.104,1.745,0.7225,"Isoform 2 of Membrane cofactor protein ","CD46"
"sp|P15531-2|NDKA_HUMAN","762b",1,57.2,90,0.054,"762",0.562105263157895,0.414210526315789,0.571,0.289,"Isoform 2 of Nucleoside diphosphate kinase A ","NME1"
"sp|P15880|RS2_HUMAN","709a",1,29,85,0.088,"709",0.3895,0.171,0.491052631578947,0.234210526315789,"40S ribosomal protein S2 ","RPS2"
"sp|P15924|DESP_HUMAN","710a",1,4.3,31,0.03,"710",0.485714285714286,0.277142857142857,0.45,0.228,"Desmoplakin ","DSP"
"sp|P15954|COX7C_HUMAN","87",1,32.1,15,0.016,"87",0.38,0.19,0.22,0.1,"Cytochrome c oxidase subunit 7C, mitochondrial ","COX7C"
"sp|P16070-10|CD44_HUMAN","711a",1,21.6,94,0.1,"711",2.064,1.52733333333333,2.02055555555556,1.32888888888889,"Isoform 10 of CD44 antigen ","CD44"
"sp|P16104|H2AX_HUMAN","593b",1,35,190,0.077,"593",0.413333333333333,0.177666666666667,0.395,0.190357142857143,"Histone H2AX ","H2AFX"
"sp|P16144-2|ITB4_HUMAN","712a",1,14.5,48,0.052,"712",1.01153846153846,0.896153846153846,0.688888888888889,0.366666666666667,"Isoform Beta-4A of Integrin beta-4 ","ITGB4"
"sp|P16152|CBR1_HUMAN","713a",1,18.8,11,0.012,"713",0.425,0.255,1.11,2.135,"Carbonyl reductase [NADPH] 1 ","CBR1"
"sp|P16219|ACADS_HUMAN","2263",0.9799,1.7,4,0.004,"2263",0.38,0.17,0.46,0.23,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial ","ACADS"
"sp|P16403|H12_HUMAN","715a",1,38,201,0.124,"715",0.27304347826087,0.13695652173913,0.319583333333333,0.137916666666667,"Histone H1.2 ","HIST1H1C"
"sp|P16435|NCPR_HUMAN","716a",1,12.7,29,0.03,"716",0.3475,0.115,0.4375,0.3375,"NADPH--cytochrome P450 reductase ","POR"
"sp|P16615-2|AT2A2_HUMAN","717a",1,20.4,99,0.103,"717",0.340714285714286,0.227142857142857,0.457647058823529,0.245294117647059,"Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 ","ATP2A2"
"sp|P16949|STMN1_HUMAN","718a",1,27.5,32,0.032,"718",1.305,0.7825,0.525,0.105,"Stathmin ","STMN1"
"sp|P17066|HSP76_HUMAN","664f",0.952,17.7,398,0.043,"664",1.80843373493976,1.5944578313253,2.24632352941176,1.60132352941176,"Heat shock 70 kDa protein 6 ","HSPA6"
"sp|P17081|RHOQ_HUMAN","1059f",0.0078,0,30,0,"1059",1.25,1.14714285714286,1.40875,0.6775,"Rho-related GTP-binding protein RhoQ ","RHOQ"
"sp|P17096|HMGA1_HUMAN","719a",1,48.6,29,0.023,"719",0.3475,0.15,0.323333333333333,0.12,"High mobility group protein HMG-I/HMG-Y ","HMGA1"
"sp|P17152|TMM11_HUMAN","88",1,8.9,8,0.007,"88",0.3,0.1,0.415,0.29,"Transmembrane protein 11, mitochondrial ","TMEM11"
"sp|P17252|KPCA_HUMAN","720a",1,11.2,35,0.03,"720",0.55,0.26,0.321428571428571,0.291428571428571,"Protein kinase C alpha type ","PRKCA"
"sp|P17301|ITA2_HUMAN","721a",1,20.6,230,0.136,"721",1.50145833333333,1.058125,1.24229166666667,0.735,"Integrin alpha-2 ","ITGA2"
"sp|P17516|AK1C4_HUMAN","875b",0.0167,0,11,0,"875",0.74,0.3225,0.64,0.155,"Aldo-keto reductase family 1 member C4 ","AKR1C4"
"sp|P17655|CAN2_HUMAN","723a",1,8.4,31,0.033,"723",0.698571428571429,0.232857142857143,0.45,0.247142857142857,"Calpain-2 catalytic subunit ","CAPN2"
"sp|P17661|DESM_HUMAN","607l",0.3215,8.3,78,0,"607",0.315,0.132,0.352,0.179,"Desmin ","DES"
"sp|P17812|PYRG1_HUMAN","724a",1,8.3,12,0.013,"724",1.86,0.465,1.29,0.69,"CTP synthase 1 ","CTPS1"
"sp|P17813-2|EGLN_HUMAN","725a",1,20.2,89,0.095,"725",0.860666666666667,0.658666666666667,1.52307692307692,1.03461538461538,"Isoform Short of Endoglin ","ENG"
"sp|P17844|DDX5_HUMAN","726a",1,37.8,211,0.161,"726",0.357297297297297,0.218648648648649,0.456923076923077,0.325769230769231,"Probable ATP-dependent RNA helicase DDX5 ","DDX5"
"sp|P17858|PFKAL_HUMAN","1105b",1,10.9,31,0.023,"1105",0.6775,0.395,0.622857142857143,0.508571428571429,"ATP-dependent 6-phosphofructokinase, liver type ","PFKL"
"sp|P17931|LEG3_HUMAN","90",1,10.3,15,0.012,"90",0.54,0.05,0.445,0.335,"Galectin-3 ","LGALS3"
"sp|P17948-5|VGFR1_HUMAN","609n",0.7182,4.4,9,0.001,"609",0.633333333333333,0.343333333333333,0.42,0.29,"Isoform 5 of Vascular endothelial growth factor receptor 1 ","FLT1"
"sp|P17980|PRS6A_HUMAN","727a",1,22,52,0.054,"727",0.637777777777778,0.353333333333333,0.461666666666667,0.363333333333333,"26S protease regulatory subunit 6A ","PSMC3"
"sp|P17987|TCPA_HUMAN","728a",1,25.9,97,0.104,"728",0.567222222222222,0.276666666666667,0.561,0.2145,"T-complex protein 1 subunit alpha ","TCP1"
"sp|P18031|PTN1_HUMAN","729a",1,27.8,48,0.049,"729",0.366666666666667,0.358333333333333,0.525555555555556,0.227777777777778,"Tyrosine-protein phosphatase non-receptor type 1 ","PTPN1"
"sp|P18077|RL35A_HUMAN","730a",1,44.5,46,0.049,"730",0.46,0.202857142857143,0.41375,0.18,"60S ribosomal protein L35a ","RPL35A"
"sp|P18085|ARF4_HUMAN","731a",1,28.1,78,0.077,"731",0.452380952380952,0.222857142857143,0.591,0.237,"ADP-ribosylation factor 4 ","ARF4"
"sp|P18124|RL7_HUMAN","732a",1,38.7,92,0.098,"732",0.502352941176471,0.22,0.459444444444444,0.155555555555556,"60S ribosomal protein L7 ","RPL7"
"sp|P18206-2|VINC_HUMAN","733a",1,10.4,26,0.026,"733",0.688,0.366,0.876666666666667,0.435,"Isoform 1 of Vinculin ","VCL"
"sp|P18433-2|PTPRA_HUMAN","734a",1,6.1,13,0.011,"734",0.91,0.915,1.35,1.11666666666667,"Isoform 2 of Receptor-type tyrosine-protein phosphatase alpha ","PTPRA"
"sp|P18464|1B51_HUMAN","571i",0.0176,0,31,0,"571",1.705,1.6675,1.68833333333333,0.868333333333333,"HLA class I histocompatibility antigen, B-51 alpha chain ","HLA-B"
"sp|P18564-2|ITB6_HUMAN","605b",0.0049,0,48,0,"605",3.12666666666667,2.54166666666667,2.514,1.814,"Isoform 2 of Integrin beta-6 ","ITGB6"
"sp|P18621-3|RL17_HUMAN","1680b",1,23.4,20,0.018,"1680",0.44,0.14,0.31,0.13,"Isoform 3 of 60S ribosomal protein L17 ","RPL17"
"sp|P18669|PGAM1_HUMAN","735a",1,31.1,33,0.036,"735",0.453333333333333,0.193333333333333,0.75,0.5725,"Phosphoglycerate mutase 1 ","PGAM1"
"sp|P18754-2|RCC1_HUMAN","736a",1,7,8,0.009,"736",0.396666666666667,0.263333333333333,0.38,0.08,"Isoform 2 of Regulator of chromosome condensation ","RCC1"
"sp|P18827|SDC1_HUMAN","737a",1,15.8,46,0.05,"737",1.71375,1.3575,2.30625,1.7425,"Syndecan-1 ","SDC1"
"sp|P18859-2|ATP5J_HUMAN","738a",1,32.4,20,0.022,"738",0.1575,0.155,0.761428571428571,0.31,"Isoform 2 of ATP synthase-coupling factor 6, mitochondrial ","ATP5J"
"sp|P19012|K1C15_HUMAN","606p",0.0299,0,113,0,"606",0.383,0.238,0.400909090909091,0.18,"Keratin, type I cytoskeletal 15 ","KRT15"
"sp|P19256-2|LFA3_HUMAN","739a",1,7.6,16,0.017,"739",1.4025,1.4425,1.14,0.614,"Isoform 2 of Lymphocyte function-associated antigen 3 ","CD58"
"sp|P19338|NUCL_HUMAN","740a",1,27.7,184,0.189,"740",0.27952380952381,0.120952380952381,0.395757575757576,0.171515151515152,"Nucleolin ","NCL"
"sp|P19367-2|HXK1_HUMAN","741a",1,22.9,117,0.121,"741",0.335,0.193461538461538,0.422,0.192,"Isoform 2 of Hexokinase-1 ","HK1"
"sp|P19404|NDUV2_HUMAN","742a",1,8,34,0.036,"742",0.382,0.368,0.815,0.278333333333333,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial ","NDUFV2"
"sp|P19440-2|GGT1_HUMAN","386c",0.0101,0,4,0,"386",1.7,0.97,2.39,1.32,"Isoform 2 of Gamma-glutamyltranspeptidase 1 ","GGT1"
"sp|P19525-2|E2AK2_HUMAN","1930",0.9865,2.5,4,0.004,"1930",0.3,0.18,0.29,0.12,"Isoform 2 of Interferon-induced, double-stranded RNA-activated protein kinase ","EIF2AK2"
"sp|P19623|SPEE_HUMAN","1931",0.9865,12,12,0.013,"1931",0.583333333333333,0.38,0.916666666666667,0.393333333333333,"Spermidine synthase ","SRM"
"sp|P19823|ITIH2_HUMAN","91",1,3.3,12,0.012,"91",0.555,0.33,0.82,0.25,"Inter-alpha-trypsin inhibitor heavy chain H2 ","ITIH2"
"sp|P20020-3|AT2B1_HUMAN","743a",1,15.5,72,0.057,"743",0.975714285714286,0.577142857142857,0.822142857142857,0.430714285714286,"Isoform B of Plasma membrane calcium-transporting ATPase 1 ","ATP2B1"
"sp|P20042|IF2B_HUMAN","92",1,20.4,19,0.021,"92",0.78,0.394,0.336666666666667,0.316666666666667,"Eukaryotic translation initiation factor 2 subunit 2 ","EIF2S2"
"sp|P20073-2|ANXA7_HUMAN","93",1,7.1,8,0.007,"93",0.33,0.48,0.58,0.41,"Isoform 2 of Annexin A7 ","ANXA7"
"sp|P20339|RAB5A_HUMAN","1045j",1,25.4,57,0.03,"1045",0.590909090909091,0.278181818181818,0.642222222222222,0.386666666666667,"Ras-related protein Rab-5A ","RAB5A"
"sp|P20340-2|RAB6A_HUMAN","1045p",0.9999,17.8,94,0.015,"1045",0.756666666666667,0.527777777777778,0.927222222222222,0.552222222222222,"Isoform 2 of Ras-related protein Rab-6A ","RAB6A"
"sp|P20618|PSB1_HUMAN","94",1,27.8,15,0.015,"94",0.775,0.695,1.135,0.2925,"Proteasome subunit beta type-1 ","PSMB1"
"sp|P20645|MPRD_HUMAN","744a",1,23.5,63,0.064,"744",0.435,0.715,0.63,0.54,"Cation-dependent mannose-6-phosphate receptor ","M6PR"
"sp|P20674|COX5A_HUMAN","745a",1,43.3,43,0.044,"745",0.355714285714286,0.137142857142857,0.28875,0.12875,"Cytochrome c oxidase subunit 5A, mitochondrial ","COX5A"
"sp|P20700|LMNB1_HUMAN","746a",1,21.3,42,0.056,"746",0.29125,0.14875,0.5675,0.2875,"Lamin-B1 ","LMNB1"
"sp|P20742|PZP_HUMAN","568b",1,5.7,151,0.086,"568",5.15,0.98375,7.2603125,1.3634375,"Pregnancy zone protein ","PZP"
"sp|P20794-2|MAK_HUMAN","609g",0.999,5.6,35,0.008,"609",0.638571428571429,0.46,0.53,0.298333333333333,"Isoform 2 of Serine/threonine-protein kinase MAK ","MAK"
"sp|P20908|CO5A1_HUMAN","747a",1,3.9,65,0.066,"747",5.92571428571429,4.61,3.48666666666667,2.46333333333333,"Collagen alpha-1(V) chain ","COL5A1"
"sp|P21266|GSTM3_HUMAN","96",1,22.2,36,0.038,"96",0.34,0.236666666666667,0.365,0.2175,"Glutathione S-transferase Mu 3 ","GSTM3"
"sp|P21283|VATC1_HUMAN","748a",1,8.5,8,0.008,"748",0.715,0.56,0.23,0.235,"V-type proton ATPase subunit C 1 ","ATP6V1C1"
"sp|P21333-2|FLNA_HUMAN","504b",1,34.6,449,0.418,"504",0.78,0.490666666666667,0.740759493670886,0.447721518987342,"Isoform 2 of Filamin-A ","FLNA"
"sp|P21397-2|AOFA_HUMAN","1932",0.9865,4.1,4,0.004,"1932",0.25,0.31,0.46,0.23,"Isoform 2 of Amine oxidase [flavin-containing] A ","MAOA"
"sp|P21399|ACOC_HUMAN","749a",1,14.4,36,0.038,"749",0.59375,0.51625,0.366666666666667,0.206666666666667,"Cytoplasmic aconitate hydratase ","ACO1"
"sp|P21589|5NTD_HUMAN","750a",1,30.8,373,0.389,"750",1.59,1.316875,1.57063291139241,0.906075949367089,"5'-nucleotidase ","NT5E"
"sp|P21796|VDAC1_HUMAN","751a",1,35.7,157,0.163,"751",0.294827586206897,0.152758620689655,0.294814814814815,0.165555555555556,"Voltage-dependent anion-selective channel protein 1 ","VDAC1"
"sp|P21912|SDHB_HUMAN","97",1,34.6,57,0.061,"97",0.338333333333333,0.336666666666667,0.667142857142857,0.354285714285714,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial ","SDHB"
"sp|P21926|CD9_HUMAN","752a",1,22,244,0.264,"752",5.73270833333333,5.24354166666667,5.68093023255814,4.63418604651163,"CD9 antigen ","CD9"
"sp|P21964-2|COMT_HUMAN","753a",1,7.2,8,0.009,"753",0.44,0.135,0.433333333333333,0.363333333333333,"Isoform Soluble of Catechol O-methyltransferase ","COMT"
"sp|P21980|TGM2_HUMAN","754a",1,21.6,94,0.097,"754",0.600555555555556,0.287777777777778,0.597692307692308,0.427692307692308,"Protein-glutamine gamma-glutamyltransferase 2 ","TGM2"
"sp|P22033|MUTA_HUMAN","755a",1,3.3,7,0.007,"755",0.19,0.07,0.556666666666667,0.32,"Methylmalonyl-CoA mutase, mitochondrial ","MUT"
"sp|P22087|FBRL_HUMAN","757a",1,29.3,55,0.053,"757",0.635,0.432,0.5075,0.375,"rRNA 2'-O-methyltransferase fibrillarin ","FBL"
"sp|P22090|RS4Y1_HUMAN","1040b",0.9139,19.8,36,0.009,"1040",0.296,0.182,0.5,0.33,"40S ribosomal protein S4, Y isoform 1 ","RPS4Y1"
"sp|P22102|PUR2_HUMAN","758a",1,18.3,100,0.106,"758",0.422142857142857,0.285714285714286,0.46695652173913,0.326086956521739,"Trifunctional purine biosynthetic protein adenosine-3 ","GART"
"sp|P22234|PUR6_HUMAN","759a",1,18.9,30,0.031,"759",0.312857142857143,0.25,0.488,0.344,"Multifunctional protein ADE2 ","PAICS"
"sp|P22307-7|NLTP_HUMAN","760a",1,19.9,33,0.034,"760",0.32625,0.25125,0.39,0.21,"Isoform 7 of Non-specific lipid-transfer protein ","SCP2"
"sp|P22314|UBA1_HUMAN","761a",1,13,38,0.039,"761",0.773333333333333,0.348333333333333,0.714444444444445,0.265555555555556,"Ubiquitin-like modifier-activating enzyme 1 ","UBA1"
"sp|P22392-2|NDKB_HUMAN","762a",1,60.7,118,0.078,"762",0.684230769230769,0.410384615384615,0.639230769230769,0.324230769230769,"Isoform 3 of Nucleoside diphosphate kinase B ","NME2"
"sp|P22413|ENPP1_HUMAN","763a",1,8.9,36,0.037,"763",1.12875,0.9175,1.08333333333333,1.00111111111111,"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 ","ENPP1"
"sp|P22570-7|ADRO_HUMAN","740f",1,5,7,0.006,"740",0.51,0.31,1.25,0.51,"Isoform 7 of NADPH:adrenodoxin oxidoreductase, mitochondrial ","FDXR"
"sp|P22626|ROA2_HUMAN","764a",1,43.9,176,0.168,"764",0.238709677419355,0.129032258064516,0.323783783783784,0.155675675675676,"Heterogeneous nuclear ribonucleoproteins A2/B1 ","HNRNPA2B1"
"sp|P22695|QCR2_HUMAN","765a",1,35.8,88,0.094,"765",0.858421052631579,0.254210526315789,0.546315789473684,0.352105263157895,"Cytochrome b-c1 complex subunit 2, mitochondrial ","UQCRC2"
"sp|P23142|FBLN1_HUMAN","766a",1,2.7,3,0.003,"766",1.22,0.92,0.68,0.35,"Fibulin-1 ","FBLN1"
"sp|P23229-2|ITA6_HUMAN","767a",1,16.6,97,0.101,"767",1.67352941176471,1.21058823529412,1.22941176470588,0.788823529411765,"Isoform Alpha-6X1A of Integrin alpha-6 ","ITGA6"
"sp|P23246-2|SFPQ_HUMAN","768a",1,14.9,43,0.053,"768",0.316666666666667,0.216666666666667,0.458181818181818,0.316363636363636,"Isoform Short of Splicing factor, proline- and glutamine-rich ","SFPQ"
"sp|P23258|TBG1_HUMAN","769a",1,10.2,11,0.011,"769",0.55,0.28,0.433333333333333,0.15,"Tubulin gamma-1 chain ","TUBG1"
"sp|P23284|PPIB_HUMAN","98",1,56.9,224,0.233,"98",0.391777777777778,0.146222222222222,0.342162162162162,0.156216216216216,"Peptidyl-prolyl cis-trans isomerase B ","PPIB"
"sp|P23368|MAOM_HUMAN","770a",1,4.3,12,0.012,"770",0.58,0.14,0.45,0.26,"NAD-dependent malic enzyme, mitochondrial ","ME2"
"sp|P23381-2|SYWC_HUMAN","771a",1,10.7,11,0.012,"771",0.36,0.195,0.44,0.18,"Isoform 2 of Tryptophan--tRNA ligase, cytoplasmic ","WARS"
"sp|P23396-2|RS3_HUMAN","772a",1,56,171,0.18,"772",0.522702702702703,0.266486486486486,0.638947368421053,0.326315789473684,"Isoform 2 of 40S ribosomal protein S3 ","RPS3"
"sp|P23469-2|PTPRE_HUMAN","100",1,4.9,11,0.008,"100",0.826666666666667,0.49,1.33,1.23,"Isoform 2 of Receptor-type tyrosine-protein phosphatase epsilon ","PTPRE"
"sp|P23526-2|SAHH_HUMAN","773a",1,24,51,0.061,"773",0.710625,0.415625,0.639333333333333,0.377333333333333,"Isoform 2 of Adenosylhomocysteinase ","AHCY"
"sp|P23528|COF1_HUMAN","774a",1,46.3,146,0.106,"774",0.681111111111111,0.397222222222222,0.687058823529412,0.23,"Cofilin-1 ","CFL1"
"sp|P23634-2|AT2B4_HUMAN","743b",1,9.3,33,0.019,"743",1.06571428571429,0.55,0.857142857142857,0.467142857142857,"Isoform XA of Plasma membrane calcium-transporting ATPase 4 ","ATP2B4"
"sp|P23786|CPT2_HUMAN","101",1,4.4,9,0.01,"101",0.325,0.075,0.335,0.075,"Carnitine O-palmitoyltransferase 2, mitochondrial ","CPT2"
"sp|P23919-2|KTHY_HUMAN","775a",1,28.7,18,0.02,"775",0.38,0.163333333333333,0.283333333333333,0.155,"Isoform 2 of Thymidylate kinase ","DTYMK"
"sp|P24534|EF1B_HUMAN","607h",1,16.4,51,0.043,"607",0.495,0.24,0.466,0.223,"Elongation factor 1-beta ","EEF1B2"
"sp|P24539|AT5F1_HUMAN","102",1,37.4,70,0.075,"102",0.342727272727273,0.214545454545455,0.373,0.266,"ATP synthase F(0) complex subunit B1, mitochondrial ","ATP5F1"
"sp|P24666-2|PPAC_HUMAN","776a",1,16.1,20,0.022,"776",0.688,0.382,0.656,0.246,"Isoform 2 of Low molecular weight phosphotyrosine protein phosphatase ","ACP1"
"sp|P24752|THIL_HUMAN","777a",1,31.4,95,0.101,"777",0.317142857142857,0.371428571428571,0.381666666666667,0.163888888888889,"Acetyl-CoA acetyltransferase, mitochondrial ","ACAT1"
"sp|P24821-2|TENA_HUMAN","778a",1,6.9,35,0.034,"778",1.27,0.818571428571429,0.87,0.435,"Isoform 2 of Tenascin ","TNC"
"sp|P24941-2|CDK2_HUMAN","609j",0.9927,3.4,33,0.006,"609",0.662857142857143,0.497142857142857,0.582,0.304,"Isoform 2 of Cyclin-dependent kinase 2 ","CDK2"
"sp|P25205|MCM3_HUMAN","430b",1,8.3,15,0.017,"430",0.415,0.095,0.486,0.25,"DNA replication licensing factor MCM3 ","MCM3"
"sp|P25398|RS12_HUMAN","103",1,20.5,28,0.03,"103",0.45,0.2775,0.54,0.274,"40S ribosomal protein S12 ","RPS12"
"sp|P25685|DNJB1_HUMAN","779a",1,31.8,50,0.045,"779",1.145,0.725,0.546666666666667,0.406666666666667,"DnaJ homolog subfamily B member 1 ","DNAJB1"
"sp|P25705|ATPA_HUMAN","780a",1,41.4,380,0.395,"780",0.3986,0.2044,0.408412698412698,0.244126984126984,"ATP synthase subunit alpha, mitochondrial ","ATP5A1"
"sp|P25786-2|PSA1_HUMAN","789b",1,18.3,7,0.006,"789",0.815,0.225,0.73,0.16,"Isoform Long of Proteasome subunit alpha type-1 ","PSMA1"
"sp|P25789|PSA4_HUMAN","781a",1,12.6,33,0.035,"781",0.636666666666667,0.476666666666667,0.793333333333333,0.336666666666667,"Proteasome subunit alpha type-4 ","PSMA4"
"sp|P25815|S100P_HUMAN","104",1,38.9,22,0.022,"104",0.536666666666667,0.336666666666667,0.456666666666667,0.173333333333333,"Protein S100-P ","S100P"
"sp|P26006|ITA3_HUMAN","782a",1,16.9,189,0.198,"782",1.74518518518519,1.36814814814815,1.604375,1.119375,"Integrin alpha-3 ","ITGA3"
"sp|P26038|MOES_HUMAN","783a",1,39.7,304,0.236,"783",1.07274509803922,0.625098039215686,1.08129032258065,0.55758064516129,"Moesin ","MSN"
"sp|P26196|DDX6_HUMAN","105",1,10.4,22,0.024,"105",0.75,0.39,0.73,0.646666666666667,"Probable ATP-dependent RNA helicase DDX6 ","DDX6"
"sp|P26358-2|DNMT1_HUMAN","784a",1,3.4,12,0.013,"784",0.385,0.2875,0.36,0.11,"Isoform 2 of DNA (cytosine-5)-methyltransferase 1 ","DNMT1"
"sp|P26368-2|U2AF2_HUMAN","106",1,14.3,14,0.015,"106",0.573333333333333,0.376666666666667,0.6825,0.48,"Isoform 2 of Splicing factor U2AF 65 kDa subunit ","U2AF2"
"sp|P26373|RL13_HUMAN","785a",1,36.5,73,0.072,"785",0.454,0.204,0.5675,0.23625,"60S ribosomal protein L13 ","RPL13"
"sp|P26440-2|IVD_HUMAN","786a",1,15.8,13,0.014,"786",0.38,0.273333333333333,0.26,0.1,"Isoform 2 of Isovaleryl-CoA dehydrogenase, mitochondrial ","IVD"
"sp|P26599-2|PTBP1_HUMAN","787a",1,11.5,23,0.022,"787",0.4375,0.335,0.5375,0.26,"Isoform 2 of Polypyrimidine tract-binding protein 1 ","PTBP1"
"sp|P26639-2|SYTC_HUMAN","788a",1,20.3,84,0.091,"788",0.64625,0.295625,0.549375,0.243125,"Isoform 2 of Threonine--tRNA ligase, cytoplasmic ","TARS"
"sp|P26640|SYVC_HUMAN","789a",1,9.7,39,0.038,"789",0.756666666666667,0.315,0.597777777777778,0.351111111111111,"Valine--tRNA ligase ","VARS"
"sp|P26641|EF1G_HUMAN","790a",1,24.5,148,0.156,"790",0.652857142857143,0.322142857142857,0.5184,0.304,"Elongation factor 1-gamma ","EEF1G"
"sp|P26885|FKBP2_HUMAN","1934",0.9865,8.5,8,0.009,"1934",0.735,0.4,0.79,0.42,"Peptidyl-prolyl cis-trans isomerase FKBP2 ","FKBP2"
"sp|P27105|STOM_HUMAN","791a",1,34.2,97,0.104,"791",0.920588235294118,0.637058823529412,1.29157894736842,0.822105263157895,"Erythrocyte band 7 integral membrane protein ","STOM"
"sp|P27144|KAD4_HUMAN","792a",1,39.9,46,0.049,"792",0.623846153846154,0.373076923076923,0.84,0.461111111111111,"Adenylate kinase 4, mitochondrial ","AK4"
"sp|P27348|1433T_HUMAN","1029e",1,46.9,134,0.05,"1029",0.864642857142857,0.534642857142857,0.895833333333333,0.417916666666667,"14-3-3 protein theta ","YWHAQ"
"sp|P27361-2|MK03_HUMAN","609q",0.0144,0,12,0,"609",0.63,0.326,0.42,0.29,"Isoform 2 of Mitogen-activated protein kinase 3 ","MAPK3"
"sp|P27361-3|MK03_HUMAN","609d",0.9998,10.2,12,0.006,"609",0.63,0.326,0.42,0.29,"Isoform 3 of Mitogen-activated protein kinase 3 ","MAPK3"
"sp|P27448-2|MARK3_HUMAN","1313b",0.9965,2.4,4,0.003,"1313",1.44,1.88,0.35,0.54,"Isoform 2 of MAP/microtubule affinity-regulating kinase 3 ","MARK3"
"sp|P27635|RL10_HUMAN","793a",1,39.5,31,0.033,"793",0.42875,0.46375,0.59,0.21,"60S ribosomal protein L10 ","RPL10"
"sp|P27694|RFA1_HUMAN","794a",1,8.8,24,0.025,"794",0.405,0.33,0.18,0.09,"Replication protein A 70 kDa DNA-binding subunit ","RPA1"
"sp|P27708|PYR1_HUMAN","796a",1,12.6,109,0.107,"796",0.676111111111111,0.405,0.589090909090909,0.272727272727273,"CAD protein ","CAD"
"sp|P27797|CALR_HUMAN","797a",1,30.9,183,0.185,"797",0.265172413793103,0.127931034482759,0.357241379310345,0.156551724137931,"Calreticulin ","CALR"
"sp|P27824|CALX_HUMAN","798a",1,32.8,271,0.28,"798",0.325555555555556,0.157777777777778,0.377297297297297,0.181891891891892,"Calnexin ","CANX"
"sp|P28066|PSA5_HUMAN","555d",1,28.2,31,0.025,"555",0.565,0.23,0.79,0.27,"Proteasome subunit alpha type-5 ","PSMA5"
"sp|P28072|PSB6_HUMAN","108",1,8.4,4,0.004,"108",0.335,0.085,0.65,0.29,"Proteasome subunit beta type-6 ","PSMB6"
"sp|P28161-2|GSTM2_HUMAN","644c",0.0099,0,6,0,"644",0.456666666666667,0.206666666666667,0.33,0.27,"Isoform 2 of Glutathione S-transferase Mu 2 ","GSTM2"
"sp|P28288|ABCD3_HUMAN","799a",1,18.1,40,0.041,"799",0.667777777777778,0.436666666666667,0.3975,0.18,"ATP-binding cassette sub-family D member 3 ","ABCD3"
"sp|P28331-2|NDUS1_HUMAN","110",1,13.1,41,0.043,"110",0.34625,0.18125,0.585555555555556,0.308888888888889,"Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial ","NDUFS1"
"sp|P28340|DPOD1_HUMAN","917b",0.9996,1.5,5,0.005,"917",0.46,0.445,0.14,0.07,"DNA polymerase delta catalytic subunit ","POLD1"
"sp|P28370-2|SMCA1_HUMAN","475c",0.0135,0,11,0,"475",0.54,0.1,0.51,0.14,"Isoform 2 of Probable global transcription activator SNF2L1 ","SMARCA1"
"sp|P28482-2|MK01_HUMAN","609u",0.0035,0,15,0,"609",0.633333333333333,0.343333333333333,0.42,0.29,"Isoform 2 of Mitogen-activated protein kinase 1 ","MAPK1"
"sp|P28482|MK01_HUMAN","609e",0.9997,6.9,16,0.006,"609",0.633333333333333,0.343333333333333,0.39,0.285,"Mitogen-activated protein kinase 1 ","MAPK1"
