proteins.Protein,proteins.SD_130.129,proteins.SD_131.129,proteins.Description,proteins.Unique_Peptides,proteins.Gene_Name,proteins.Probability,proteins.Coverage,proteins.Entry_Num,proteins.Protein_Group,proteins.Ratio_130.129,proteins.Ratio_131.129
sp|P22413|ENPP1_HUMAN,0.0227083333333333,0.0418055555555555,Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 ,7,ENPP1,1,8.9,763a,763,1.10604166666667,0.959305555555556
sp|P22570-7|ADRO_HUMAN,0.37,0.1,Isoform 7 of NADPH:adrenodoxin oxidoreductase; mitochondrial ,2,FDXR,1,5,740f,740,0.88,0.41
sp|P22626|ROA2_HUMAN,0.0425370531822145,0.0133217088055798,Heterogeneous nuclear ribonucleoproteins A2/B1 ,12,HNRNPA2B1,1,43.9,764a,764,0.281246730601569,0.142353966870096
sp|P22695|QCR2_HUMAN,0.156052631578947,0.0489473684210526,Cytochrome b-c1 complex subunit 2; mitochondrial ,12,UQCRC2,1,35.8,765a,765,0.702368421052632,0.303157894736842
sp|P23142|FBLN1_HUMAN,0.27,0.285,Fibulin-1 ,2,FBLN1,1,2.7,766a,766,0.95,0.635
sp|P23229-2|ITA6_HUMAN,0.222058823529412,0.210882352941177,Isoform Alpha-6X1A of Integrin alpha-6 ,15,ITGA6,1,16.6,767a,767,1.45147058823529,0.999705882352941
sp|P23246-2|SFPQ_HUMAN,0.0707575757575758,0.0498484848484848,Isoform Short of Splicing factor; proline- and glutamine-rich ,9,SFPQ,1,14.9,768a,768,0.387424242424242,0.266515151515151
sp|P23258|TBG1_HUMAN,0.0583333333333334,0.065,Tubulin gamma-1 chain ,1,TUBG1,1,10.2,769a,769,0.491666666666667,0.215
sp|P23284|PPIB_HUMAN,0.0248078078078078,0.004996996996997,Peptidyl-prolyl cis-trans isomerase B ,12,PPIB,1,56.9,98,98,0.36696996996997,0.151219219219219
sp|P23368|MAOM_HUMAN,0.065,0.06,NAD-dependent malic enzyme; mitochondrial ,2,ME2,1,4.3,770a,770,0.515,0.2
sp|P23381-2|SYWC_HUMAN,0.04,0.00750000000000001,Isoform 2 of Tryptophan--tRNA ligase; cytoplasmic ,2,WARS,1,10.7,771a,771,0.4,0.1875
sp|P23396-2|RS3_HUMAN,0.058122332859175,0.0299146514935989,Isoform 2 of 40S ribosomal protein S3 ,13,RPS3,1,56,772a,772,0.580825035561878,0.296401137980085
sp|P23469-2|PTPRE_HUMAN,0.251666666666667,0.37,Isoform 2 of Receptor-type tyrosine-protein phosphatase epsilon ,3,PTPRE,1,4.9,100,100,1.07833333333333,0.86
sp|P23526-2|SAHH_HUMAN,0.0356458333333333,0.0191458333333333,Isoform 2 of Adenosylhomocysteinase ,12,AHCY,1,24,773a,773,0.674979166666667,0.396479166666667
sp|P23528|COF1_HUMAN,0.00297385620915031,0.0836111111111111,Cofilin-1 ,5,CFL1,1,46.3,774a,774,0.684084967320261,0.313611111111111
sp|P23634-2|AT2B4_HUMAN,0.104285714285714,0.0414285714285715,Isoform XA of Plasma membrane calcium-transporting ATPase 4 ,7,ATP2B4,1,9.3,743b,743,0.961428571428571,0.508571428571429
sp|P23786|CPT2_HUMAN,0.00499999999999998,9.81307786677359e-18,Carnitine O-palmitoyltransferase 2; mitochondrial ,2,CPT2,1,4.4,101,101,0.33,0.075
sp|P23919-2|KTHY_HUMAN,0.0483333333333333,0.00416666666666667,Isoform 2 of Thymidylate kinase ,5,DTYMK,1,28.7,775a,775,0.331666666666667,0.159166666666667
sp|P24534|EF1B_HUMAN,0.0145,0.00850000000000001,Elongation factor 1-beta ,4,EEF1B2,1,16.4,607h,607,0.4805,0.2315
sp|P24539|AT5F1_HUMAN,0.0151363636363636,0.0257272727272727,ATP synthase F(0) complex subunit B1; mitochondrial ,5,ATP5F1,1,37.4,102,102,0.357863636363636,0.240272727272727
sp|P24666-2|PPAC_HUMAN,0.016,0.068,Isoform 2 of Low molecular weight phosphotyrosine protein phosphatase ,2,ACP1,1,16.1,776a,776,0.672,0.314
sp|P24752|THIL_HUMAN,0.0322619047619047,0.103769841269841,Acetyl-CoA acetyltransferase; mitochondrial ,10,ACAT1,1,31.4,777a,777,0.349404761904762,0.26765873015873
sp|P24821-2|TENA_HUMAN,0.2,0.191785714285714,Isoform 2 of Tenascin ,6,TNC,1,6.9,778a,778,1.07,0.626785714285714
sp|P24941-2|CDK2_HUMAN,0.0404285714285714,0.0965714285714286,Isoform 2 of Cyclin-dependent kinase 2 ,2,CDK2,0.9927,3.4,609j,609,0.622428571428571,0.400571428571429
sp|P25205|MCM3_HUMAN,0.0354999999999999,0.0775,DNA replication licensing factor MCM3 ,5,MCM3,1,8.3,430b,430,0.4505,0.1725
sp|P25398|RS12_HUMAN,0.045,0.00174999999999997,40S ribosomal protein S12 ,3,RPS12,1,20.5,103,103,0.495,0.27575
sp|P25685|DNJB1_HUMAN,0.299166666666667,0.159166666666667,DnaJ homolog subfamily B member 1 ,5,DNAJB1,1,31.8,779a,779,0.845833333333333,0.565833333333333
sp|P25705|ATPA_HUMAN,0.00490634920634919,0.0198634920634921,ATP synthase subunit alpha; mitochondrial ,18,ATP5A1,1,41.4,780a,780,0.403506349206349,0.224263492063492
sp|P25786-2|PSA1_HUMAN,0.0425,0.0325,Isoform Long of Proteasome subunit alpha type-1 ,3,PSMA1,1,18.3,789b,789,0.7725,0.1925
sp|P25789|PSA4_HUMAN,0.0783333333333334,0.07,Proteasome subunit alpha type-4 ,3,PSMA4,1,12.6,781a,781,0.715,0.406666666666667
sp|P25815|S100P_HUMAN,0.04,0.0816666666666667,Protein S100-P ,2,S100P,1,38.9,104,104,0.496666666666667,0.255
sp|P26006|ITA3_HUMAN,0.0704050925925928,0.124386574074074,Integrin alpha-3 ,14,ITGA3,1,16.9,782a,782,1.67478009259259,1.24376157407407
sp|P26038|MOES_HUMAN,0.00427261227071474,0.033758697027198,Moesin ,21,MSN,1,39.7,783a,783,1.07701771030993,0.591339342188488
sp|P26196|DDX6_HUMAN,0.01,0.128333333333333,Probable ATP-dependent RNA helicase DDX6 ,4,DDX6,1,10.4,105,105,0.74,0.518333333333333
sp|P26358-2|DNMT1_HUMAN,0.0125,0.08875,Isoform 2 of DNA (cytosine-5)-methyltransferase 1 ,4,DNMT1,1,3.4,784a,784,0.3725,0.19875
sp|P26368-2|U2AF2_HUMAN,0.0545833333333333,0.0516666666666667,Isoform 2 of Splicing factor U2AF 65 kDa subunit ,2,U2AF2,1,14.3,106,106,0.627916666666667,0.428333333333333
sp|P26373|RL13_HUMAN,0.05675,0.016125,60S ribosomal protein L13 ,4,RPL13,1,36.5,785a,785,0.51075,0.220125
sp|P26440-2|IVD_HUMAN,0.06,0.0866666666666667,Isoform 2 of Isovaleryl-CoA dehydrogenase; mitochondrial ,3,IVD,1,15.8,786a,786,0.32,0.186666666666667
sp|P26599-2|PTBP1_HUMAN,0.05,0.0375,Isoform 2 of Polypyrimidine tract-binding protein 1 ,4,PTBP1,1,11.5,787a,787,0.4875,0.2975
sp|P26639-2|SYTC_HUMAN,0.0484375,0.02625,Isoform 2 of Threonine--tRNA ligase; cytoplasmic ,12,TARS,1,20.3,788a,788,0.5978125,0.269375
sp|P26640|SYVC_HUMAN,0.0794444444444445,0.0180555555555556,Valine--tRNA ligase ,7,VARS,1,9.7,789a,789,0.677222222222222,0.333055555555556
sp|P26641|EF1G_HUMAN,0.0672285714285715,0.00907142857142854,Elongation factor 1-gamma ,11,EEF1G,1,24.5,790a,790,0.585628571428571,0.313071428571429
sp|P26885|FKBP2_HUMAN,0.0275,0.00999999999999998,Peptidyl-prolyl cis-trans isomerase FKBP2 ,1,FKBP2,0.9865,8.5,1934,1934,0.7625,0.41
sp|P27105|STOM_HUMAN,0.185495356037152,0.0925232198142415,Erythrocyte band 7 integral membrane protein ,6,STOM,1,34.2,791a,791,1.10608359133127,0.729582043343653
sp|P27144|KAD4_HUMAN,0.108076923076923,0.044017094017094,Adenylate kinase 4; mitochondrial ,8,AK4,1,39.9,792a,792,0.731923076923077,0.417094017094017
sp|P27348|1433T_HUMAN,0.0155952380952381,0.0583630952380953,14-3-3 protein theta ,8,YWHAQ,1,46.9,1029e,1029,0.880238095238095,0.476279761904762
sp|P27361-2|MK03_HUMAN,0.105,0.018,Isoform 2 of Mitogen-activated protein kinase 3 ,3,MAPK3,0.0144,0,609q,609,0.525,0.308
sp|P27361-3|MK03_HUMAN,0.105,0.018,Isoform 3 of Mitogen-activated protein kinase 3 ,3,MAPK3,0.9998,10.2,609d,609,0.525,0.308
sp|P27448-2|MARK3_HUMAN,0.545,0.67,Isoform 2 of MAP/microtubule affinity-regulating kinase 3 ,2,MARK3,0.9965,2.4,1313b,1313,0.895,1.21
sp|P27635|RL10_HUMAN,0.080625,0.126875,60S ribosomal protein L10 ,4,RPL10,1,39.5,793a,793,0.509375,0.336875
sp|P27694|RFA1_HUMAN,0.1125,0.12,Replication protein A 70 kDa DNA-binding subunit ,4,RPA1,1,8.8,794a,794,0.2925,0.21
sp|P27708|PYR1_HUMAN,0.0435101010101011,0.0661363636363637,CAD protein ,22,CAD,1,12.6,796a,796,0.63260101010101,0.338863636363636
sp|P27797|CALR_HUMAN,0.0460344827586207,0.0143103448275862,Calreticulin ,10,CALR,1,30.9,797a,797,0.311206896551724,0.142241379310345
sp|P27824|CALX_HUMAN,0.0258708708708708,0.012057057057057,Calnexin ,15,CANX,1,32.8,798a,798,0.351426426426426,0.169834834834835
sp|P28066|PSA5_HUMAN,0.1125,0.02,Proteasome subunit alpha type-5 ,4,PSMA5,1,28.2,555d,555,0.6775,0.25
sp|P28072|PSB6_HUMAN,0.1575,0.1025,Proteasome subunit beta type-6 ,2,PSMB6,1,8.4,108,108,0.4925,0.1875
sp|P28161-2|GSTM2_HUMAN,0.0633333333333334,0.0316666666666667,Isoform 2 of Glutathione S-transferase Mu 2 ,2,GSTM2,0.0099,0,644c,644,0.393333333333333,0.238333333333333
sp|P28288|ABCD3_HUMAN,0.135138888888889,0.128333333333333,ATP-binding cassette sub-family D member 3 ,8,ABCD3,1,18.1,799a,799,0.532638888888889,0.308333333333333
sp|P28331-2|NDUS1_HUMAN,0.119652777777778,0.0638194444444445,Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit; mitochondrial ,6,NDUFS1,1,13.1,110,110,0.465902777777778,0.245069444444444
sp|P28340|DPOD1_HUMAN,0.16,0.1875,DNA polymerase delta catalytic subunit ,2,POLD1,0.9996,1.5,917b,917,0.3,0.2575
sp|P28370-2|SMCA1_HUMAN,0.015,0.02,Isoform 2 of Probable global transcription activator SNF2L1 ,1,SMARCA1,0.0135,0,475c,475,0.525,0.12
sp|P28482-2|MK01_HUMAN,0.106666666666667,0.0266666666666667,Isoform 2 of Mitogen-activated protein kinase 1 ,1,MAPK1,0.0035,0,609u,609,0.526666666666667,0.316666666666667
sp|P28482|MK01_HUMAN,0.121666666666667,0.0291666666666666,Mitogen-activated protein kinase 1 ,2,MAPK1,0.9997,6.9,609e,609,0.511666666666667,0.314166666666667
sp|P28838-2|AMPL_HUMAN,0.160416666666667,0.00666666666666667,Isoform 2 of Cytosol aminopeptidase ,5,LAP3,1,18.2,800a,800,0.432916666666667,0.176666666666667
sp|P29144|TPP2_HUMAN,0.185,0.065,Tripeptidyl-peptidase 2 ,2,TPP2,1,1.8,111,111,1.005,0.185
sp|P29279-2|CTGF_HUMAN,0.05,0.015,Isoform 2 of Connective tissue growth factor ,1,CTGF,0.9865,2.8,1938,1938,0.39,0.085
sp|P29317|EPHA2_HUMAN,0.338128078817734,0.0473275862068965,Ephrin type-A receptor 2 ,18,EPHA2,1,23.1,801a,801,2.14669950738916,1.5123275862069
sp|P29323-2|EPHB2_HUMAN,0.148333333333333,0.0302777777777778,Isoform 2 of Ephrin type-B receptor 2 ,3,EPHB2,0.9999,5.4,801c,801,1.49166666666667,0.995277777777778
sp|P29401-2|TKT_HUMAN,0.005,0.0296875,Isoform 2 of Transketolase ,10,TKT,1,23.4,802a,802,0.7625,0.3628125
sp|P29622|KAIN_HUMAN,0.761333333333333,0.141333333333333,Kallistatin ,1,SERPINA4,0.9865,1.9,1939,1939,2.89466666666667,1.13466666666667
sp|P29692-2|EF1D_HUMAN,0.154357142857143,0.0375714285714286,Isoform 2 of Elongation factor 1-delta ,5,EEF1D,1,24.5,607g,607,0.751357142857143,0.250428571428571
sp|P29803|ODPAT_HUMAN,0.29,0.1725,Pyruvate dehydrogenase E1 component subunit alpha; testis-specific form; mitochondrial ,1,PDHA2,0.0098,0,633b,633,0.64,0.4425
sp|P29966|MARCS_HUMAN,0.265952380952381,0.264285714285714,Myristoylated alanine-rich C-kinase substrate ,3,MARCKS,1,36.1,112,112,1.02261904761905,0.955714285714286
sp|P29992|GNA11_HUMAN,0.219583333333333,0.242916666666667,Guanine nucleotide-binding protein subunit alpha-11 ,7,GNA11,1,27.6,592f,592,1.23041666666667,0.882083333333333
sp|P30040|ERP29_HUMAN,0.00961538461538464,0.0126923076923076,Endoplasmic reticulum resident protein 29 ,7,ERP29,1,33.3,804a,804,0.582692307692308,0.418846153846154
sp|P30041|PRDX6_HUMAN,0.0830090725806452,0.0820060483870968,Peroxiredoxin-6 ,12,PRDX6,1,42.9,113,113,0.650428427419355,0.353618951612903
sp|P30044-2|PRDX5_HUMAN,0.0359047619047619,0.00599999999999999,Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5; mitochondrial ,5,PRDX5,1,52.5,806a,806,0.345428571428571,0.186
sp|P30048|PRDX3_HUMAN,0.0893452380952381,0.00976190476190475,Thioredoxin-dependent peroxide reductase; mitochondrial ,4,PRDX3,1,24.2,807a,807,0.303511904761905,0.166904761904762
sp|P30049|ATPD_HUMAN,0.05,0.345,ATP synthase subunit delta; mitochondrial ,2,ATP5D,1,17.9,114,114,0.18,0.465
sp|P30050|RL12_HUMAN,0.026,0.029,60S ribosomal protein L12 ,5,RPL12,1,44.2,808a,808,0.417,0.182
sp|P30084|ECHM_HUMAN,0.2125,0.01475,Enoyl-CoA hydratase; mitochondrial ,4,ECHS1,1,26.6,115,115,0.5275,0.21275
sp|P30085|KCY_HUMAN,0.0445,0.06675,UMP-CMP kinase ,3,CMPK1,1,20.1,972b,972,0.5295,0.27075
sp|P30086|PEBP1_HUMAN,0.2925,0.075,Phosphatidylethanolamine-binding protein 1 ,2,PEBP1,1,15.5,116,116,0.7625,0.295
sp|P30101|PDIA3_HUMAN,0.00288888888888889,0.0326666666666667,Protein disulfide-isomerase A3 ,20,PDIA3,1,50.5,691c,691,0.387555555555556,0.223333333333333
sp|P30405|PPIF_HUMAN,0.151666666666667,0.0525,Peptidyl-prolyl cis-trans isomerase F; mitochondrial ,3,PPIF,1,15,809a,809,0.376666666666667,0.1975
sp|P30459|1A74_HUMAN,0.0711111111111112,0.290555555555556,HLA class I histocompatibility antigen; A-74 alpha chain ,5,HLA-A,0.0392,0,571e,571,1.15111111111111,0.753888888888889
sp|P30479|1B41_HUMAN,0.105625,0.393125,HLA class I histocompatibility antigen; B-41 alpha chain ,3,HLA-B,1,20.2,571b,571,1.599375,1.274375
sp|P30481|1B44_HUMAN,0.00833333333333341,0.399583333333333,HLA class I histocompatibility antigen; B-44 alpha chain ,2,HLA-B,0.017,0,571j,571,1.69666666666667,1.26791666666667
sp|P30499|1C01_HUMAN,0.0658333333333334,0.249166666666667,HLA class I histocompatibility antigen; Cw-1 alpha chain ,4,HLA-C,0.0113,0,571m,571,1.4225,0.989166666666667
sp|P30505|1C08_HUMAN,0.134166666666667,0.263541666666667,HLA class I histocompatibility antigen; Cw-8 alpha chain ,4,HLA-C,0.9987,19.7,571c,571,1.57916666666667,1.04979166666667
sp|P30530-2|UFO_HUMAN,0.035,0.07,Isoform Short of Tyrosine-protein kinase receptor UFO ,2,AXL,1,4.2,118,118,0.285,0.46
sp|P30533|AMRP_HUMAN,0.00375,0.0641666666666666,Alpha-2-macroglobulin receptor-associated protein ,3,LRPAP1,1,10.4,119,119,0.34625,0.269166666666667
sp|P30536|TSPOA_HUMAN,0.1225,0.000333333333333324,Translocator protein ,4,TSPO,1,43,120,120,0.4025,0.143666666666667
sp|P30566-2|PUR8_HUMAN,0.05,0.0666666666666666,Isoform 2 of Adenylosuccinate lyase ,3,ADSL,1,9.2,812a,812,0.31,0.246666666666667
sp|P30613-2|KPYR_HUMAN,0.0616483516483517,0.0760439560439561,Isoform L-type of Pyruvate kinase PKLR ,1,PKLR,0.6719,5,2848,2848,0.664505494505495,0.443186813186813
sp|P30837|AL1B1_HUMAN,0.03875,0.085,Aldehyde dehydrogenase X; mitochondrial ,5,ALDH1B1,1,16.1,815a,815,0.42875,0.21
sp|P31040|SDHA_HUMAN,0.0267857142857143,0.00392857142857142,Succinate dehydrogenase [ubiquinone] flavoprotein subunit; mitochondrial ,6,SDHA,1,13.9,816a,816,0.388214285714286,0.198928571428571
sp|P31150|GDIA_HUMAN,0.0683333333333334,0.0636666666666667,Rab GDP dissociation inhibitor alpha ,4,GDI1,1,10.7,930b,930,0.718333333333333,0.410333333333333
sp|P31153|METK2_HUMAN,0.0176666666666667,0.0703333333333333,S-adenosylmethionine synthase isoform type-2 ,5,MAT2A,1,14.7,817a,817,0.405666666666667,0.393666666666667
sp|P31431|SDC4_HUMAN,0.322083333333333,0.974083333333333,Syndecan-4 ,8,SDC4,1,34.3,818a,818,4.29458333333333,3.43658333333333
sp|P31689|DNJA1_HUMAN,0.000684210526315732,0.00534210526315793,DnaJ homolog subfamily A member 1 ,7,DNAJA1,1,29,819a,819,1.26668421052632,0.808342105263158
sp|P31930|QCR1_HUMAN,0.075034965034965,0.142062937062937,Cytochrome b-c1 complex subunit 1; mitochondrial ,6,UQCRC1,1,20.2,122,122,0.819580419580419,0.439755244755245
sp|P31937|3HIDH_HUMAN,0.14875,0.03375,3-hydroxyisobutyrate dehydrogenase; mitochondrial ,3,HIBADH,1,9.8,123,123,0.22875,0.25375
sp|P31939|PUR9_HUMAN,0.1215,0.028375,Bifunctional purine biosynthesis protein PURH ,9,ATIC,1,23,820a,820,0.4965,0.305375
sp|P31942-2|HNRH3_HUMAN,0.111875,0.0497916666666667,Isoform 2 of Heterogeneous nuclear ribonucleoprotein H3 ,3,HNRNPH3,1,8.8,821c,821,0.308125,0.158541666666667
sp|P31943|HNRH1_HUMAN,0.000129870129870147,0.0199350649350649,Heterogeneous nuclear ribonucleoprotein H ,5,HNRNPH1,1,18.6,821a,821,0.415584415584416,0.207207792207792
sp|P31946-2|1433B_HUMAN,0.0227104247104247,0.0367722007722008,Isoform Short of 14-3-3 protein beta/alpha ,9,YWHAB,1,44.3,1029b,1029,0.80757528957529,0.466200772200772
sp|P31948-2|STIP1_HUMAN,0.0554545454545455,0.00507575757575757,Isoform 2 of Stress-induced-phosphoprotein 1 ,11,STIP1,1,28.4,822a,822,0.655454545454546,0.426742424242424
sp|P31949|S10AB_HUMAN,0.0833333333333334,0.0975,Protein S100-A11 ,1,S100A11,1,17.1,124,124,0.506666666666667,0.2525
sp|P32119|PRDX2_HUMAN,0.0722275641025641,0.0556089743589743,Peroxiredoxin-2 ,6,PRDX2,1,28.3,823a,823,0.559310897435897,0.269775641025641
sp|P32969|RL9_HUMAN,0.389285714285714,0.0389285714285714,60S ribosomal protein L9 ,2,RPL9,1,15.5,824a,824,0.760714285714286,0.246071428571429
sp|P33076-2|C2TA_HUMAN,0.0666666666666667,0.0283333333333333,Isoform 2 of MHC class II transactivator ,1,CIITA,0.241,1,768b,768,0.373333333333333,0.211666666666667
sp|P33176|KINH_HUMAN,0.0143809523809524,0.0543809523809523,Kinesin-1 heavy chain ,7,KIF5B,1,10.5,826a,826,1.76466666666667,1.49466666666667
sp|P33240-2|CSTF2_HUMAN,0.19,0.09,Isoform 2 of Cleavage stimulation factor subunit 2 ,1,CSTF2,1,2.1,827a,827,0.39,0.21
sp|P33316-2|DUT_HUMAN,0.07,0.1025,Isoform 2 of Deoxyuridine 5'-triphosphate nucleotidohydrolase; mitochondrial ,1,DUT,0.9734,7.5,2340,2340,0.47,0.2325
sp|P33527-3|MRP1_HUMAN,0.459166666666667,0.0625,Isoform 3 of Multidrug resistance-associated protein 1 ,4,ABCC1,1,5.2,828a,828,1.15583333333333,0.2775
sp|P33552|CKS2_HUMAN,0.1225,0.1875,Cyclin-dependent kinases regulatory subunit 2 ,2,CKS2,1,24.1,125,125,0.6975,0.5425
sp|P33981-2|TTK_HUMAN,0.0925,0.04,Isoform 2 of Dual specificity protein kinase TTK ,1,TTK,0.0017,0,568e,568,0.7725,0.55
sp|P33991|MCM4_HUMAN,0.129,0.0145,DNA replication licensing factor MCM4 ,6,MCM4,1,8.7,829a,829,0.301,0.2105
sp|P33992|MCM5_HUMAN,0.33,0,DNA replication licensing factor MCM5 ,3,MCM5,1,6.4,830a,830,0.59,0.26
sp|P33993|MCM7_HUMAN,0.06,0.100833333333333,DNA replication licensing factor MCM7 ,4,MCM7,1,8.9,831a,831,0.51,0.235833333333333
sp|P34741|SDC2_HUMAN,1.6025,0.5,Syndecan-2 ,2,SDC2,1,26.1,832a,832,5.3375,5.95
sp|P34897-2|GLYM_HUMAN,0.0470232558139535,0.0223488372093023,Isoform 2 of Serine hydroxymethyltransferase; mitochondrial ,12,SHMT2,1,38.3,833a,833,0.449023255813954,0.268348837209302
sp|P34931|HS71L_HUMAN,0.000245781364636932,0.0600415749572022,Heat shock 70 kDa protein 1-like ,15,HSPA1L,1,26.5,664e,664,1.45507336757153,1.16463927610663
sp|P34932|HSP74_HUMAN,0.0110416666666667,0.0196875,Heat shock 70 kDa protein 4 ,12,HSPA4,1,24,1403b,1403,0.647708333333333,0.3803125
sp|P35221-2|CTNA1_HUMAN,0.11125,0.0920833333333333,Isoform 2 of Catenin alpha-1 ,6,CTNNA1,1,9.2,834a,834,0.78375,0.479583333333333
sp|P35222|CTNB1_HUMAN,0.397142857142857,0.365714285714286,Catenin beta-1 ,7,CTNNB1,1,8.5,606f,606,0.967142857142857,0.745714285714286
sp|P35232|PHB_HUMAN,0.00223794063079777,0.0108974953617811,Prohibitin ,10,PHB,1,49.6,835a,835,0.318374304267161,0.170693413729128
sp|P35241|RADI_HUMAN,0.0849835201054714,0.0648813447593935,Radixin ,16,RDX,1,23.7,783c,783,1.09717864205669,0.592686222808174
sp|P35249|RFC4_HUMAN,0.08,0.0175,Replication factor C subunit 4 ,2,RFC4,1,13.8,836a,836,0.6,0.8475
sp|P35250-2|RFC2_HUMAN,0.015,0.12,Isoform 2 of Replication factor C subunit 2 ,4,RFC2,1,10,837a,837,0.36,0.34
sp|P35268|RL22_HUMAN,0.271666666666667,0.305,60S ribosomal protein L22 ,1,RPL22,1,27.7,126,126,0.361666666666667,0.335
sp|P35270|SPRE_HUMAN,0.0599999999999999,0.1725,Sepiapterin reductase ,2,SPR,1,6.5,475b,475,1.675,0.5675
sp|P35348-9|ADA1A_HUMAN,1.015,0.025,Isoform 9 of Alpha-1A adrenergic receptor ,1,ADRA1A,0.9519,1.9,2433a,2433,1.245,0.715
sp|P35367|HRH1_HUMAN,0.5225,0.005,Histamine H1 receptor ,2,HRH1,1,6.2,127,127,0.9525,0.715
sp|P35527|K1C9_HUMAN,0.0333333333333333,0.144833333333333,Keratin; type I cytoskeletal 9 ,7,KRT9,1,23.9,606d,606,0.617333333333333,0.458166666666667
sp|P35579|MYH9_HUMAN,0.00549830629345699,0.023796576929934,Myosin-9 ,70,MYH9,1,39.6,838a,838,0.598093243002318,0.335064182563737
sp|P35580-2|MYH10_HUMAN,0.0522348484848484,0.0251893939393939,Isoform 2 of Myosin-10 ,17,MYH10,1,11,838b,838,0.664734848484849,0.382689393939394
sp|P35606|COPB2_HUMAN,0.0540833333333333,0.0233333333333333,Coatomer subunit beta' ,8,COPB2,1,10.8,839a,839,0.720083333333333,0.293333333333333
sp|P35609-2|ACTN2_HUMAN,0.105,0.0125,Isoform 2 of Alpha-actinin-2 ,4,ACTN2,0.0266,0,465d,465,0.785,0.285
sp|P35613-2|BASI_HUMAN,0.118965053763441,0.124711021505376,Isoform 2 of Basigin ,10,BSG,1,48.3,840a,840,1.51186827956989,1.16987231182796
sp|P35613-3|BASI_HUMAN,0.146410526315789,0.126515789473684,Isoform 3 of Basigin ,7,BSG,0.084,0,840b,840,1.42201052631579,0.953884210526316
sp|P35637-2|FUS_HUMAN,0.23125,0.03125,Isoform Short of RNA-binding protein FUS ,4,FUS,1,12.8,841a,841,0.38625,0.20125
sp|P35658-2|NU214_HUMAN,2.775,2.19,Isoform 2 of Nuclear pore complex protein Nup214 ,1,NUP214,0.8148,0.9,2698,2698,8.355,4.5
sp|P35659|DEK_HUMAN,0.16,0.0841071428571429,Protein DEK ,7,DEK,1,21,842a,842,0.53,0.308392857142857
sp|P35749-2|MYH11_HUMAN,0.0197999999999999,0.0254,Isoform 2 of Myosin-11 ,15,MYH11,0.099,0,838h,838,0.749,0.3898
sp|P35908|K22E_HUMAN,0.0680645161290323,0.0304838709677419,Keratin; type II cytoskeletal 2 epidermal ,12,KRT2,1,16.4,607e,607,0.666774193548387,0.36241935483871
sp|P35998|PRS7_HUMAN,0.02325,0.044,26S protease regulatory subunit 7 ,10,PSMC2,1,24.9,844a,844,0.49075,0.260666666666667
sp|P36404-2|ARL2_HUMAN,0.165,0.0975,Isoform 2 of ADP-ribosylation factor-like protein 2 ,3,ARL2,0.0097,0,878f,878,0.635,0.2175
sp|P36404|ARL2_HUMAN,0.301666666666667,0.11,ADP-ribosylation factor-like protein 2 ,4,ARL2,1,14.1,878d,878,0.738333333333333,0.296666666666667
sp|P36507|MP2K2_HUMAN,0.085,0.1,Dual specificity mitogen-activated protein kinase kinase 2 ,2,MAP2K2,0.9963,6.3,1112b,1112,0.585,0.31
sp|P36542-2|ATPG_HUMAN,0.0105,0.0355,Isoform Heart of ATP synthase subunit gamma; mitochondrial ,7,ATP5C1,1,39.2,128,128,0.3595,0.2175
sp|P36578|RL4_HUMAN,0.117294117647059,0.111455882352941,60S ribosomal protein L4 ,11,RPL4,1,33.7,847a,847,0.533294117647059,0.317955882352941
sp|P36776-2|LONM_HUMAN,0.0290034965034965,0.0485489510489511,Isoform 2 of Lon protease homolog; mitochondrial ,19,LONP1,1,28.7,848a,848,0.400541958041958,0.210087412587413
sp|P36871-2|PGM1_HUMAN,0.1225,0.025,Isoform 2 of Phosphoglucomutase-1 ,7,PGM1,1,17.3,849a,849,0.7675,0.4825
sp|P36957|ODO2_HUMAN,0.0308695652173913,0.0334903381642512,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex; mitochondrial ,8,DLST,1,22.3,850a,850,0.320869565217391,0.18737922705314
sp|P37108|SRP14_HUMAN,0.0562499999999999,0.005,Signal recognition particle 14 kDa protein ,4,SRP14,1,44.1,851a,851,0.85375,0.535
sp|P37235|HPCL1_HUMAN,0.2535,0.2345,Hippocalcin-like protein 1 ,4,HPCAL1,1,40.9,852a,852,0.6515,0.6195
sp|P37802-2|TAGL2_HUMAN,0.142142857142857,0.0805555555555556,Isoform 2 of Transgelin-2 ,6,TAGLN2,1,34.8,130,130,0.782142857142857,0.449444444444444
sp|P37837|TALDO_HUMAN,0.08375,0.0825,Transaldolase ,4,TALDO1,1,22,853a,853,0.70375,0.3925
sp|P38117|ETFB_HUMAN,0.0364375,0.00762500000000001,Electron transfer flavoprotein subunit beta ,9,ETFB,1,39.2,854a,854,0.5095625,0.191375
sp|P38159-2|RBMX_HUMAN,0.0558333333333333,0.0491666666666667,Isoform 2 of RNA-binding motif protein; X chromosome ,3,RBMX,1,15.6,855a,855,0.355833333333333,0.1725
