"Protein","Entry_Num","Probability","Coverage","Independent_Spectra","Percent_Spectrum_ID","Protein_Group","Unique_Peptides","Ratio_130.129_Rep1","Ratio_131.129_Rep1","Ratio_130.129_Rep2","Ratio_131.129_Rep2","Description","Gene_Name","Ratio_130.129","Ratio_131.129","SD_130.129","SD_131.129"
"sp|P06396-3|GELS_HUMAN","608a",1,11.9,46,0.049,"608",8,0.508888888888889,0.27,0.548333333333333,0.231666666666667,"Isoform 3 of Gelsolin ","GSN",0.528611111111111,0.250833333333333,0.0197222222222222,0.0191666666666667
"sp|P06400|RB_HUMAN","59",1,4.2,8,0.008,"59",3,0.33,0.17,0.26,0.16,"Retinoblastoma-associated protein ","RB1",0.295,0.165,0.035,0.005
"sp|P06493|CDK1_HUMAN","609a",1,24.6,66,0.041,"609",7,0.618666666666667,0.398,0.596153846153846,0.291538461538462,"Cyclin-dependent kinase 1 ","CDK1",0.607410256410256,0.344769230769231,0.0112564102564102,0.0532307692307692
"sp|P06576|ATPB_HUMAN","610a",1,33.1,380,0.405,"610",11,0.557575757575758,0.213939393939394,0.442307692307692,0.239076923076923,"ATP synthase subunit beta; mitochondrial ","ATP5B",0.499941724941725,0.226508158508159,0.0576340326340326,0.0125687645687646
"sp|P06703|S10A6_HUMAN","555e",1,25.9,130,0.097,"555",3,0.692666666666667,0.365333333333333,0.60047619047619,0.303809523809524,"Protein S100-A6 ","S100A6",0.646571428571429,0.334571428571429,0.0460952380952381,0.0307619047619047
"sp|P06733|ENOA_HUMAN","611a",1,41,263,0.252,"611",17,0.90625,0.474791666666667,0.703333333333333,0.474074074074074,"Alpha-enolase ","ENO1",0.804791666666667,0.47443287037037,0.101458333333333,0.000358796296296288
"sp|P06737-2|PYGL_HUMAN","669b",1,19.2,86,0.072,"669",13,0.8215,0.4975,0.564615384615385,0.306923076923077,"Isoform 2 of Glycogen phosphorylase; liver form ","PYGL",0.693057692307692,0.402211538461538,0.128442307692308,0.0952884615384615
"sp|P06744-2|G6PI_HUMAN","612a",1,14,28,0.027,"612",6,0.89,0.546666666666667,0.768,0.356,"Isoform 2 of Glucose-6-phosphate isomerase ","GPI",0.829,0.451333333333333,0.061,0.0953333333333333
"sp|P06748-2|NPM_HUMAN","613a",1,32,230,0.211,"613",9,0.228235294117647,0.0952941176470588,0.269,0.141666666666667,"Isoform 2 of Nucleophosmin ","NPM1",0.248617647058824,0.118480392156863,0.0203823529411765,0.0231862745098039
"sp|P06753-2|TPM3_HUMAN","614a",1,55.6,114,0.084,"614",13,0.612692307692308,0.361153846153846,0.708888888888889,0.339259259259259,"Isoform 2 of Tropomyosin alpha-3 chain ","TPM3",0.660790598290598,0.350206552706553,0.0480982905982906,0.0109472934472934
"sp|P06756-2|ITAV_HUMAN","615a",1,25.4,87,0.093,"615",18,1.50458333333333,0.9875,1.1925,0.796666666666667,"Isoform 2 of Integrin alpha-V ","ITGAV",1.34854166666667,0.892083333333333,0.156041666666667,0.0954166666666666
"sp|P06899|H2B1J_HUMAN","489b",1,53.2,403,0.217,"489",7,0.296923076923077,0.135961538461538,0.262608695652174,0.14,"Histone H2B type 1-J ","HIST1H2BJ",0.279765886287625,0.137980769230769,0.0171571906354515,0.00201923076923079
"sp|P07099|HYEP_HUMAN","616a",1,15.6,36,0.037,"616",5,0.325,0.211666666666667,0.575714285714286,0.29,"Epoxide hydrolase 1 ","EPHX1",0.450357142857143,0.250833333333333,0.125357142857143,0.0391666666666667
"sp|P07195|LDHB_HUMAN","555b",1,36.8,190,0.191,"555",11,0.628478260869565,0.346304347826087,0.632325581395349,0.329767441860465,"L-lactate dehydrogenase B chain ","LDHB",0.630401921132457,0.338035894843276,0.00192366026289181,0.00826845298281093
"sp|P07196|NFL_HUMAN","607r",0.0144,0,21,0,"607",1,0.3,0.12,0.323333333333333,0.0766666666666667,"Neurofilament light polypeptide ","NEFL",0.311666666666667,0.0983333333333333,0.0116666666666667,0.0216666666666667
"sp|P07203|GPX1_HUMAN","617a",1,9.9,11,0.012,"617",2,0.535,0.27,0.64,0.29,"Glutathione peroxidase 1 ","GPX1",0.5875,0.28,0.0525,0.00999999999999998
"sp|P07237|PDIA1_HUMAN","691b",1,50.8,327,0.34,"691",21,0.395454545454545,0.250181818181818,0.425,0.2074,"Protein disulfide-isomerase ","P4HB",0.410227272727273,0.228790909090909,0.0147727272727273,0.0213909090909091
"sp|P07305-2|H10_HUMAN","61",1,15.8,14,0.014,"61",1,0.37,0.06,0.27,0.13,"Isoform 2 of Histone H1.0 ","H1F0",0.32,0.095,0.05,0.035
"sp|P07339|CATD_HUMAN","618a",1,21.6,83,0.085,"618",7,0.664761904761905,0.362380952380952,0.493157894736842,0.282105263157895,"Cathepsin D ","CTSD",0.578959899749373,0.322243107769424,0.0858020050125314,0.0401378446115288
"sp|P07355-2|ANXA2_HUMAN","619a",1,59.9,843,0.866,"619",23,0.56760736196319,0.327730061349693,0.594480519480519,0.307727272727273,"Isoform 2 of Annexin A2 ","ANXA2",0.581043940721855,0.317728667038483,0.0134365787586647,0.0100013943112102
"sp|P07384|CAN1_HUMAN","621a",1,4.6,7,0.007,"621",3,0.62,0.69,0.54,0.155,"Calpain-1 catalytic subunit ","CAPN1",0.58,0.4225,0.04,0.2675
"sp|P07437|TBB5_HUMAN","1070b",1,50,721,0.271,"1070",24,0.489633027522936,0.298623853211009,0.5691,0.2706,"Tubulin beta chain ","TUBB",0.529366513761468,0.284611926605505,0.0397334862385321,0.0140119266055046
"sp|P07602-2|SAP_HUMAN","62",1,16.2,52,0.057,"62",6,0.392142857142857,0.212142857142857,0.439166666666667,0.170833333333333,"Isoform Sap-mu-6 of Prosaposin ","PSAP",0.415654761904762,0.191488095238095,0.0235119047619048,0.0206547619047619
"sp|P07686|HEXB_HUMAN","622a",1,2.7,14,0.015,"622",1,0.575,0.125,0.3,0.16,"Beta-hexosaminidase subunit beta ","HEXB",0.4375,0.1425,0.1375,0.0175
"sp|P07737|PROF1_HUMAN","623a",1,58.6,93,0.1,"623",6,0.651764705882353,0.332941176470588,0.736666666666667,0.345833333333333,"Profilin-1 ","PFN1",0.69421568627451,0.339387254901961,0.0424509803921569,0.00644607843137257
"sp|P07741-2|APT_HUMAN","902b",1,32.8,44,0.044,"902",4,0.45625,0.2425,0.514,0.354,"Isoform 2 of Adenine phosphoribosyltransferase ","APRT",0.485125,0.29825,0.028875,0.05575
"sp|P07814|SYEP_HUMAN","624a",1,2.8,9,0.009,"624",2,0.375,0.365,0.36,0.14,"Bifunctional glutamate/proline--tRNA ligase ","EPRS",0.3675,0.2525,0.00750000000000001,0.1125
"sp|P07858|CATB_HUMAN","625a",1,7.4,3,0.003,"625",2,1.96,0.22,0.62,0.61,"Cathepsin B ","CTSB",1.29,0.415,0.67,0.195
"sp|P07900-2|HS90A_HUMAN","632c",1,35.5,535,0.35,"632",28,0.53967032967033,0.26010989010989,0.559038461538462,0.30625,"Isoform 2 of Heat shock protein HSP 90-alpha ","HSP90AA1",0.549354395604396,0.283179945054945,0.00968406593406596,0.023070054945055
"sp|P07910-2|HNRPC_HUMAN","626a",1,32.5,101,0.099,"626",5,0.267647058823529,0.155882352941176,0.262307692307692,0.110769230769231,"Isoform C1 of Heterogeneous nuclear ribonucleoproteins C1/C2 ","HNRNPC",0.264977375565611,0.133325791855204,0.00266968325791858,0.0225565610859729
"sp|P07942|LAMB1_HUMAN","912c",0.0054,0,6,0,"912",1,0.33,0.27,0.73,0.55,"Laminin subunit beta-1 ","LAMB1",0.53,0.41,0.2,0.14
"sp|P07947|YES_HUMAN","609b",1,9.8,45,0.014,"609",6,0.745833333333333,0.6,0.578571428571429,0.294285714285714,"Tyrosine-protein kinase Yes ","YES1",0.662202380952381,0.447142857142857,0.0836309523809524,0.152857142857143
"sp|P07948-2|LYN_HUMAN","609c",0.9999,6.9,41,0.01,"609",4,0.771111111111111,0.545555555555556,0.578571428571429,0.294285714285714,"Isoform 2 of Tyrosine-protein kinase Lyn ","LYN",0.67484126984127,0.419920634920635,0.0962698412698413,0.125634920634921
"sp|P07951|TPM2_HUMAN","614d",0.9999,22.9,39,0.013,"614",7,0.755454545454545,0.293636363636364,0.812222222222222,0.422222222222222,"Tropomyosin beta chain ","TPM2",0.783838383838384,0.357929292929293,0.0283838383838384,0.0642929292929293
"sp|P07954-2|FUMH_HUMAN","627a",1,21.8,32,0.031,"627",7,0.427142857142857,0.255714285714286,0.552,0.492,"Isoform Cytoplasmic of Fumarate hydratase; mitochondrial ","FH",0.489571428571429,0.373857142857143,0.0624285714285714,0.118142857142857
"sp|P07996|TSP1_HUMAN","64",1,10.2,57,0.061,"64",10,1.13,0.5025,2.853,0.707,"Thrombospondin-1 ","THBS1",1.9915,0.60475,0.8615,0.10225
"sp|P08107|HSP71_HUMAN","664c",1,45.1,718,0.338,"664",24,1.52232558139535,1.3215503875969,1.54521367521368,1.09324786324786,"Heat shock 70 kDa protein 1A/1B ","HSPA1A",1.53376962830451,1.20739912542238,0.0114440469091631,0.114151262174518
"sp|P08133-2|ANXA6_HUMAN","628a",1,44.3,194,0.203,"628",25,0.773023255813953,0.34953488372093,0.662857142857143,0.336530612244898,"Isoform 2 of Annexin A6 ","ANXA6",0.717940199335548,0.343032747982914,0.0550830564784053,0.00650213573801614
"sp|P08174-2|DAF_HUMAN","629a",1,32.1,177,0.184,"629",9,1.58296296296296,1.17703703703704,1.54551724137931,1.25862068965517,"Isoform 1 of Complement decay-accelerating factor ","CD55",1.56424010217114,1.2178288633461,0.0187228607918264,0.0407918263090676
"sp|P08195-2|4F2_HUMAN","630a",1,39.3,154,0.163,"630",16,1.26515151515152,0.792727272727273,1.52235294117647,0.953235294117647,"Isoform 2 of 4F2 cell-surface antigen heavy chain ","SLC3A2",1.39375222816399,0.87298128342246,0.128600713012478,0.0802540106951872
"sp|P08237-3|PFKAM_HUMAN","631a",1,4.7,12,0.016,"631",3,0.31,0.03,0.6875,0.375,"Isoform 3 of ATP-dependent 6-phosphofructokinase; muscle type ","PFKM",0.49875,0.2025,0.18875,0.1725
"sp|P08238|HS90B_HUMAN","632a",1,42.1,737,0.519,"632",35,0.565187969924812,0.28421052631579,0.505652173913044,0.304710144927536,"Heat shock protein HSP 90-beta ","HSP90AB1",0.535420071918928,0.294460335621663,0.0297678980058843,0.0102498093058734
"sp|P08240-2|SRPR_HUMAN","65",1,7.9,17,0.019,"65",4,0.29,0.225,0.313333333333333,0.136666666666667,"Isoform 2 of Signal recognition particle receptor subunit alpha ","SRPR",0.301666666666667,0.180833333333333,0.0116666666666667,0.0441666666666667
"sp|P08559-2|ODPA_HUMAN","633a",1,22.6,89,0.091,"633",8,0.372941176470588,0.248235294117647,0.417142857142857,0.187142857142857,"Isoform 2 of Pyruvate dehydrogenase E1 component subunit alpha; somatic form; mitochondrial ","PDHA1",0.395042016806723,0.217689075630252,0.0221008403361345,0.030546218487395
"sp|P08572|CO4A2_HUMAN","66",1,2.9,7,0.008,"66",2,0.48,0.33,0.48,0.5,"Collagen alpha-2(IV) chain ","COL4A2",0.48,0.415,0,0.085
"sp|P08574|CY1_HUMAN","67",1,22.2,33,0.034,"67",4,0.548,0.266,0.374285714285714,0.244285714285714,"Cytochrome c1; heme protein; mitochondrial ","CYC1",0.461142857142857,0.255142857142857,0.0868571428571428,0.0108571428571429
"sp|P08579|RU2B_HUMAN","634a",0.9997,10.2,8,0.005,"634",3,0.293333333333333,0.22,0.56,0.29,"U2 small nuclear ribonucleoprotein B'' ","SNRPB2",0.426666666666667,0.255,0.133333333333333,0.035
"sp|P08581-2|MET_HUMAN","609k",0.9755,1.9,15,0.009,"609",1,1.785,1.375,1.32,0.663333333333333,"Isoform 2 of Hepatocyte growth factor receptor ","MET",1.5525,1.01916666666667,0.2325,0.355833333333333
"sp|P08582|TRFM_HUMAN","635a",1,16.9,35,0.034,"635",8,0.83,0.336,0.66,0.252857142857143,"Melanotransferrin ","MFI2",0.745,0.294428571428571,0.085,0.0415714285714286
"sp|P08621-2|RU17_HUMAN","636a",1,12.6,29,0.03,"636",4,0.41,0.215,0.466,0.174,"Isoform 2 of U1 small nuclear ribonucleoprotein 70 kDa ","SNRNP70",0.438,0.1945,0.028,0.0205
"sp|P08648|ITA5_HUMAN","637a",1,9.5,39,0.042,"637",8,0.666666666666667,0.567777777777778,0.948888888888889,0.694444444444444,"Integrin alpha-5 ","ITGA5",0.807777777777778,0.631111111111111,0.141111111111111,0.0633333333333333
"sp|P08670|VIME_HUMAN","607b",1,65.9,587,0.592,"607",22,0.413253012048193,0.206987951807229,0.406105263157895,0.260210526315789,"Vimentin ","VIM",0.409679137603044,0.233599239061509,0.00357387444514903,0.0266112872542803
"sp|P08708|RS17_HUMAN","638a",1,23,7,0.007,"638",4,0.38,0.205,0.393333333333333,0.366666666666667,"40S ribosomal protein S17 ","RPS17",0.386666666666667,0.285833333333333,0.00666666666666665,0.0808333333333333
"sp|P08727|K1C19_HUMAN","606b",1,50,259,0.197,"606",20,0.475333333333333,0.308222222222222,0.3854,0.2136,"Keratin; type I cytoskeletal 19 ","KRT19",0.430366666666667,0.260911111111111,0.0449666666666667,0.0473111111111111
"sp|P08729|K2C7_HUMAN","607c",1,48.2,394,0.335,"607",20,0.336176470588235,0.216617647058824,0.359714285714286,0.234857142857143,"Keratin; type II cytoskeletal 7 ","KRT7",0.34794537815126,0.225737394957983,0.0117689075630252,0.00911974789915967
"sp|P08754|GNAI3_HUMAN","592b",1,26.8,108,0.052,"592",9,1.527,1.01,1.44125,0.818125,"Guanine nucleotide-binding protein G(k) subunit alpha ","GNAI3",1.484125,0.9140625,0.0428750000000001,0.0959375
"sp|P08758|ANXA5_HUMAN","639a",1,31.6,194,0.2,"639",10,0.853513513513514,0.445675675675676,0.843488372093023,0.25953488372093,"Annexin A5 ","ANXA5",0.848500942803268,0.352605279698303,0.00501257071024513,0.0930703959773727
"sp|P08865|RSSA_HUMAN","640a",1,18.3,63,0.068,"640",4,0.407272727272727,0.230909090909091,0.699,0.307,"40S ribosomal protein SA ","RPSA",0.553136363636364,0.268954545454546,0.145863636363636,0.0380454545454546
"sp|P08962-2|CD63_HUMAN","641a",1,18.8,214,0.224,"641",1,3.32846153846154,3.20576923076923,4.20857142857143,4.10642857142857,"Isoform 2 of CD63 antigen ","CD63",3.76851648351648,3.6560989010989,0.440054945054945,0.45032967032967
"sp|P09012|SNRPA_HUMAN","634b",0.9993,11.7,9,0.005,"634",2,0.35,0.275,0.56,0.29,"U1 small nuclear ribonucleoprotein A ","SNRPA",0.455,0.2825,0.105,0.00749999999999998
"sp|P09104|ENOG_HUMAN","611b",1,14.6,20,0.013,"611",4,0.906666666666667,0.595,1.54,1.504,"Gamma-enolase ","ENO2",1.22333333333333,1.0495,0.316666666666667,0.4545
"sp|P09382|LEG1_HUMAN","642a",1,52.6,107,0.115,"642",4,0.646842105263158,0.356315789473684,0.373333333333333,0.238666666666667,"Galectin-1 ","LGALS1",0.510087719298246,0.297491228070175,0.136754385964912,0.0588245614035088
"sp|P09429|HMGB1_HUMAN","643a",1,28.4,11,0.01,"643",2,0.855,0.33,0.68,0.16,"High mobility group protein B1 ","HMGB1",0.7675,0.245,0.0875,0.085
"sp|P09471|GNAO_HUMAN","592j",0.0039,0,50,0,"592",2,1.55875,1.0225,1.75,1.198,"Guanine nucleotide-binding protein G(o) subunit alpha ","GNAO1",1.654375,1.11025,0.095625,0.08775
"sp|P09488-2|GSTM1_HUMAN","644a",1,21.5,31,0.033,"644",3,0.376666666666667,0.17,0.363333333333333,0.213333333333333,"Isoform 2 of Glutathione S-transferase Mu 1 ","GSTM1",0.37,0.191666666666667,0.00666666666666668,0.0216666666666667
"sp|P09493-3|TPM1_HUMAN","614c",1,22.2,59,0.032,"614",7,0.78,0.305384615384615,0.765833333333333,0.396666666666667,"Isoform 3 of Tropomyosin alpha-1 chain ","TPM1",0.772916666666667,0.351025641025641,0.00708333333333339,0.0456410256410256
"sp|P09496-2|CLCA_HUMAN","645a",1,18.8,33,0.035,"645",4,0.854,0.36,0.692,0.324,"Isoform Non-brain of Clathrin light chain A ","CLTA",0.773,0.342,0.0810000000000001,0.018
"sp|P09497-2|CLCB_HUMAN","646a",1,19.4,8,0.007,"646",2,0.52,0.23,0.48,0.23,"Isoform Non-brain of Clathrin light chain B ","CLTB",0.5,0.23,0.02,1.96261557335472e-17
"sp|P09525|ANXA4_HUMAN","628b",1,37.8,41,0.047,"628",10,0.556923076923077,0.347692307692308,0.600909090909091,0.199090909090909,"Annexin A4 ","ANXA4",0.578916083916084,0.273391608391608,0.021993006993007,0.0743006993006993
"sp|P09543|CN37_HUMAN","647a",1,47,406,0.42,"647",19,2.69388235294118,1.82082352941176,2.37604938271605,1.60679012345679,"2';3'-cyclic-nucleotide 3'-phosphodiesterase ","CNP",2.53496586782861,1.71380682643428,0.158916485112564,0.107016702977487
"sp|P09622|DLDH_HUMAN","648a",1,17.7,43,0.043,"648",6,0.597777777777778,0.358888888888889,0.377,0.103,"Dihydrolipoyl dehydrogenase; mitochondrial ","DLD",0.487388888888889,0.230944444444444,0.110388888888889,0.127944444444444
"sp|P09651-2|ROA1_HUMAN","764b",1,39,97,0.089,"764",11,0.344,0.1972,0.293333333333333,0.15047619047619,"Isoform A1-A of Heterogeneous nuclear ribonucleoprotein A1 ","HNRNPA1",0.318666666666667,0.173838095238095,0.0253333333333333,0.0233619047619048
"sp|P09661|RU2A_HUMAN","649a",1,16.2,22,0.024,"649",2,0.202,0.106,0.34,0.195,"U2 small nuclear ribonucleoprotein A' ","SNRPA1",0.271,0.1505,0.069,0.0445
"sp|P09669|COX6C_HUMAN","650a",1,20,24,0.024,"650",3,0.456666666666667,0.285,0.446,0.278,"Cytochrome c oxidase subunit 6C ","COX6C",0.451333333333333,0.2815,0.0053333333333333,0.00349999999999998
"sp|P09769|FGR_HUMAN","609w",0.0028,0,37,0,"609",2,0.8,0.502857142857143,0.578571428571429,0.294285714285714,"Tyrosine-protein kinase Fgr ","FGR",0.689285714285714,0.398571428571429,0.110714285714286,0.104285714285714
"sp|P09874|PARP1_HUMAN","651a",1,17.8,53,0.053,"651",11,0.3125,0.236666666666667,0.346,0.21,"Poly [ADP-ribose] polymerase 1 ","PARP1",0.32925,0.223333333333333,0.01675,0.0133333333333333
"sp|P09914-2|IFIT1_HUMAN","652a",1,10.1,13,0.01,"652",2,0.84,0.48,1.14,0.43,"Isoform 2 of Interferon-induced protein with tetratricopeptide repeats 1 ","IFIT1",0.99,0.455,0.15,0.025
"sp|P09960-4|LKHA4_HUMAN","653a",1,9.5,7,0.008,"653",3,0.56,0.405,0.66,0.38,"Isoform 4 of Leukotriene A-4 hydrolase ","LTA4H",0.61,0.3925,0.05,0.0125
"sp|P09972|ALDOC_HUMAN","580b",1,20.1,64,0.05,"580",5,0.696,0.536,1.116,0.708,"Fructose-bisphosphate aldolase C ","ALDOC",0.906,0.622,0.21,0.086
"sp|P0C0L4-2|CO4A_HUMAN","862b",1,2.4,16,0.008,"862",2,1.77,0.7,0.68,0.41,"Isoform 2 of Complement C4-A ","C4A",1.225,0.555,0.545,0.145
"sp|P0C0S5|H2AZ_HUMAN","593d",1,31.3,118,0.047,"593",5,0.357619047619048,0.14952380952381,0.263333333333333,0.119047619047619,"Histone H2A.Z ","H2AFZ",0.31047619047619,0.134285714285714,0.0471428571428571,0.0152380952380952
"sp|P0C6C1|AN34C_HUMAN","70",1,2.8,9,0.01,"70",1,1.69,1.48,0.86,0.5,"Ankyrin repeat domain-containing protein 34C ","ANKRD34C",1.275,0.99,0.415,0.49
"sp|P0CB38|PAB4L_HUMAN","680e",0.0125,0,14,0,"680",3,0.416666666666667,0.0733333333333333,0.2625,0.165,"Polyadenylate-binding protein 4-like ","PABPC4L",0.339583333333333,0.119166666666667,0.0770833333333333,0.0458333333333333
"sp|P0DJD0|RGPD1_HUMAN","809d",0.9436,2.6,7,0.003,"809",3,0.19,0.04,0.945,1.35,"RANBP2-like and GRIP domain-containing protein 1 ","RGPD1",0.5675,0.695,0.3775,0.655
"sp|P0DME0|SETLP_HUMAN","71",1,8.6,10,0.011,"71",2,0.54,0.46,0.43,0.15,"Protein SETSIP ","SETSIP",0.485,0.305,0.055,0.155
"sp|P10155-3|RO60_HUMAN","655a",1,3.1,8,0.009,"655",1,0.4,0.28,0.51,0.25,"Isoform 3 of 60 kDa SS-A/Ro ribonucleoprotein ","TROVE2",0.455,0.265,0.055,0.015
"sp|P10301|RRAS_HUMAN","1021b",0.9978,10.6,10,0.009,"1021",2,0.863333333333333,0.703333333333333,0.73,0.24,"Ras-related protein R-Ras ","RRAS",0.796666666666667,0.471666666666667,0.0666666666666667,0.231666666666667
"sp|P10321|1C07_HUMAN","571f",0.0227,0,38,0,"571",4,1.43,1.23142857142857,1.44888888888889,0.7,"HLA class I histocompatibility antigen; Cw-7 alpha chain ","HLA-C",1.43944444444444,0.965714285714286,0.00944444444444448,0.265714285714286
"sp|P10412|H14_HUMAN","715b",1,33.8,198,0.12,"715",4,0.27304347826087,0.13695652173913,0.319583333333333,0.137916666666667,"Histone H1.4 ","HIST1H1E",0.296313405797101,0.137436594202899,0.0232699275362319,0.000480072463768119
"sp|P10515|ODP2_HUMAN","656a",1,18.4,83,0.087,"656",10,0.372777777777778,0.194444444444444,0.441538461538462,0.207692307692308,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex; mitochondrial ","DLAT",0.40715811965812,0.201068376068376,0.0343803418803419,0.00662393162393163
"sp|P10599|THIO_HUMAN","657a",1,36.2,56,0.058,"657",3,0.709375,0.479375,0.65875,0.38,"Thioredoxin ","TXN",0.6840625,0.4296875,0.0253125,0.0496875
"sp|P10606|COX5B_HUMAN","72",1,44.2,46,0.05,"72",6,0.411666666666667,0.2575,0.494545454545455,0.289090909090909,"Cytochrome c oxidase subunit 5B; mitochondrial ","COX5B",0.453106060606061,0.273295454545455,0.0414393939393939,0.0157954545454546
"sp|P10620|MGST1_HUMAN","658a",1,23.2,21,0.022,"658",3,0.27,0.163333333333333,0.405,0.175,"Microsomal glutathione S-transferase 1 ","MGST1",0.3375,0.169166666666667,0.0675,0.00583333333333333
"sp|P10643|CO7_HUMAN","73",1,4.4,20,0.021,"73",3,1.614,1.068,0.8725,0.45,"Complement component C7 ","C7",1.24325,0.759,0.37075,0.309
"sp|P10696|PPBN_HUMAN","659a",1,34.6,113,0.064,"659",11,1.653125,0.773125,1.49235294117647,0.95764705882353,"Alkaline phosphatase; placental-like ","ALPPL2",1.57273897058824,0.865386029411765,0.0803860294117646,0.0922610294117648
"sp|P10721-2|KIT_HUMAN","609o",0.6781,1.6,9,0.001,"609",1,0.633333333333333,0.343333333333333,0.42,0.29,"Isoform 2 of Mast/stem cell growth factor receptor Kit ","KIT",0.526666666666667,0.316666666666667,0.106666666666667,0.0266666666666667
"sp|P10768|ESTD_HUMAN","660a",1,5,5,0.005,"660",2,0.575,0.245,0.53,0.17,"S-formylglutathione hydrolase ","ESD",0.5525,0.2075,0.0225,0.0375
"sp|P10809|CH60_HUMAN","661a",1,37.9,390,0.386,"661",18,0.291153846153846,0.274038461538462,0.393508771929825,0.192280701754386,"60 kDa heat shock protein; mitochondrial ","HSPD1",0.342331309041835,0.233159581646424,0.0511774628879892,0.0408788798920378
"sp|P10909-2|CLUS_HUMAN","662a",1,8.4,7,0.008,"662",2,0.825,0.215,0.53,0.07,"Isoform 2 of Clusterin ","CLU",0.6775,0.1425,0.1475,0.0725
"sp|P11021|GRP78_HUMAN","664b",1,51.1,765,0.659,"664",31,0.641472868217054,0.467596899224806,0.713761467889908,0.39256880733945,"78 kDa glucose-regulated protein ","HSPA5",0.677617168053481,0.430082853282128,0.036144299836427,0.0375140459426783
"sp|P11047|LAMC1_HUMAN","663a",1,5.2,22,0.019,"663",6,1.12285714285714,0.57,0.47,0.3,"Laminin subunit gamma-1 ","LAMC1",0.796428571428571,0.435,0.326428571428571,0.135
"sp|P11117|PPAL_HUMAN","74",1,6.8,5,0.005,"74",2,1.2,0.39,0.22,0.84,"Lysosomal acid phosphatase ","ACP2",0.71,0.615,0.49,0.225
"sp|P11142|HSP7C_HUMAN","664a",1,52.3,1378,0.97,"664",28,1.78441176470588,1.59011029411765,1.84798387096774,1.50467741935484,"Heat shock cognate 71 kDa protein ","HSPA8",1.81619781783681,1.54739385673624,0.0317860531309299,0.0427164373814041
"sp|P11166|GTR1_HUMAN","665a",1,12.2,104,0.109,"665",9,1.06071428571429,0.768214285714286,1.24708333333333,0.924166666666667,"Solute carrier family 2; facilitated glucose transporter member 1 ","SLC2A1",1.15389880952381,0.846190476190476,0.0931845238095238,0.0779761904761905
"sp|P11169|GTR3_HUMAN","666a",1,4.6,21,0.023,"666",2,0.69,0.253333333333333,1.07,0.948333333333333,"Solute carrier family 2; facilitated glucose transporter member 3 ","SLC2A3",0.88,0.600833333333333,0.19,0.3475
"sp|P11172|UMPS_HUMAN","667a",1,14.2,37,0.037,"667",7,0.723333333333333,0.577777777777778,0.413,0.209,"Uridine 5'-monophosphate synthase ","UMPS",0.568166666666667,0.393388888888889,0.155166666666667,0.184388888888889
"sp|P11177-2|ODPB_HUMAN","668a",1,23.5,71,0.073,"668",7,0.292352941176471,0.149411764705882,0.362,0.213333333333333,"Isoform 2 of Pyruvate dehydrogenase E1 component subunit beta; mitochondrial ","PDHB",0.327176470588235,0.181372549019608,0.0348235294117647,0.0319607843137255
"sp|P11182|ODB2_HUMAN","75",1,19.1,31,0.026,"75",4,0.323333333333333,0.256666666666667,0.443333333333333,0.153333333333333,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex; mitochondrial ","DBT",0.383333333333333,0.205,0.06,0.0516666666666667
"sp|P11216|PYGB_HUMAN","669a",1,19.3,83,0.068,"669",12,0.548461538461538,0.335384615384615,0.543529411764706,0.284705882352941,"Glycogen phosphorylase; brain form ","PYGB",0.545995475113122,0.310045248868778,0.00246606334841626,0.0253393665158371
"sp|P11217-2|PYGM_HUMAN","669d",0.0992,0,38,0,"669",3,0.544285714285714,0.3,0.435,0.226666666666667,"Isoform 2 of Glycogen phosphorylase; muscle form ","PYGM",0.489642857142857,0.263333333333333,0.0546428571428571,0.0366666666666667
"sp|P11217|PYGM_HUMAN","669c",0.0992,0,47,0,"669",4,0.537,0.303,0.54875,0.28,"Glycogen phosphorylase; muscle form ","PYGM",0.542875,0.2915,0.00587499999999996,0.0115
"sp|P11233|RALA_HUMAN","670a",1,27.2,31,0.027,"670",5,1.08571428571429,0.632857142857143,0.616,0.594,"Ras-related protein Ral-A ","RALA",0.850857142857143,0.613428571428571,0.234857142857143,0.0194285714285714
"sp|P11234|RALB_HUMAN","670b",1,26.7,24,0.019,"670",3,1.31,0.74,1.62,1.37333333333333,"Ras-related protein Ral-B ","RALB",1.465,1.05666666666667,0.155,0.316666666666667
"sp|P11279|LAMP1_HUMAN","671a",1,6,10,0.009,"671",2,0.34,0.28,0.555,0.27,"Lysosome-associated membrane glycoprotein 1 ","LAMP1",0.4475,0.275,0.1075,0.005
"sp|P11310-2|ACADM_HUMAN","672a",1,24.4,58,0.063,"672",7,0.41625,0.255,0.321818181818182,0.161818181818182,"Isoform 2 of Medium-chain specific acyl-CoA dehydrogenase; mitochondrial ","ACADM",0.369034090909091,0.208409090909091,0.0472159090909091,0.0465909090909091
"sp|P11387|TOP1_HUMAN","673a",1,21.8,90,0.082,"673",11,0.414761904761905,0.204761904761905,0.487142857142857,0.229285714285714,"DNA topoisomerase 1 ","TOP1",0.450952380952381,0.21702380952381,0.0361904761904762,0.0122619047619048
