"","Description","Gene_Name","Probability","svm","svm.scores","Log2_Ratio_130.129","Log2_Ratio_131.129","Ratio_130.129","SD_130.129","Ratio_131.129","SD_131.129","Unique_Peptides","Protein_Group","markers","Coverage"
"sp|P26599-2|PTBP1_HUMAN","Isoform 2 of Polypyrimidine tract-binding protein 1 ","PTBP1",1,"Non-Exosome",0.90311227981609,-1.03652587602511,-1.74903842646678,0.4875,0.05,0.2975,0.0375,4,787,"unknown",11.5
"sp|P26639-2|SYTC_HUMAN","Isoform 2 of Threonine--tRNA ligase; cytoplasmic ","TARS",1,"Non-Exosome",0.890067852653267,-0.742235031428612,-1.89231213068563,0.5978125,0.0484375,0.269375,0.02625,12,788,"unknown",20.3
"sp|P26640|SYVC_HUMAN","Valine--tRNA ligase ","VARS",1,"Non-Exosome",0.833057177634703,-0.562298780596826,-1.58616524780281,0.677222222222222,0.0794444444444445,0.333055555555556,0.0180555555555556,7,789,"unknown",9.7
"sp|P26641|EF1G_HUMAN","Elongation factor 1-gamma ","EEF1G",1,"Non-Exosome",0.870180655145429,-0.771942153880187,-1.67543624319503,0.585628571428571,0.0672285714285715,0.313071428571429,0.00907142857142854,11,790,"unknown",24.5
"sp|P26885|FKBP2_HUMAN","Peptidyl-prolyl cis-trans isomerase FKBP2 ","FKBP2",0.9865,"Non-Exosome",0.756367081954421,-0.391190757324476,-1.28630418515664,0.7625,0.0275,0.41,0.00999999999999998,1,1934,"unknown",8.5
"sp|P27105|STOM_HUMAN","Erythrocyte band 7 integral membrane protein ","STOM",1,"Exosome",0.565885950472742,0.145460420149446,-0.454857872920155,1.10608359133127,0.185495356037152,0.729582043343653,0.0925232198142415,6,791,"unknown",34.2
"sp|P27144|KAD4_HUMAN","Adenylate kinase 4; mitochondrial ","AK4",1,"Non-Exosome",0.762407048045994,-0.450236061641795,-1.26155547690788,0.731923076923077,0.108076923076923,0.417094017094017,0.044017094017094,8,792,"unknown",39.9
"sp|P27348|1433T_HUMAN","14-3-3 protein theta ","YWHAQ",1,"Non-Exosome",0.665881797066792,-0.184034284366242,-1.07011884792794,0.880238095238095,0.0155952380952381,0.476279761904762,0.0583630952380953,8,1029,"unknown",46.9
"sp|P27361-2|MK03_HUMAN","Isoform 2 of Mitogen-activated protein kinase 3 ","MAPK3",0.0144,"Non-Exosome",0.888857922544841,-0.929610672108602,-1.69899774396719,0.525,0.105,0.308,0.018,3,609,"unknown",0
"sp|P27361-3|MK03_HUMAN","Isoform 3 of Mitogen-activated protein kinase 3 ","MAPK3",0.9998,"Non-Exosome",0.888857922544841,-0.929610672108602,-1.69899774396719,0.525,0.105,0.308,0.018,3,609,"unknown",10.2
"sp|P27448-2|MARK3_HUMAN","Isoform 2 of MAP/microtubule affinity-regulating kinase 3 ","MARK3",0.9965,"Exosome",0.672194290558819,-0.160040412510468,0.27500704749987,0.895,0.545,1.21,0.67,2,1313,"unknown",2.4
"sp|P27635|RL10_HUMAN","60S ribosomal protein L10 ","RPL10",1,"Non-Exosome",0.879871821636182,-0.973199940656285,-1.56971472702222,0.509375,0.080625,0.336875,0.126875,4,793,"unknown",39.5
"sp|P27694|RFA1_HUMAN","Replication protein A 70 kDa DNA-binding subunit ","RPA1",1,"Non-Exosome",0.967306585077543,-1.77349147019132,-2.25153876699596,0.2925,0.1125,0.21,0.12,4,794,"unknown",8.8
"sp|P27708|PYR1_HUMAN","CAD protein ","CAD",1,"Non-Exosome",0.84270858571042,-0.660632235417521,-1.56122326612858,0.63260101010101,0.0435101010101011,0.338863636363636,0.0661363636363637,22,796,"unknown",12.6
"sp|P27797|CALR_HUMAN","Calreticulin ","CALR",1,"Non-Exosome",0.979090431275646,-1.68405406312776,-2.81358687576912,0.311206896551724,0.0460344827586207,0.142241379310345,0.0143103448275862,10,797,"unknown",30.9
"sp|P27824|CALX_HUMAN","Calnexin ","CANX",1,"Non-Exosome",0.96889588189777,-1.50870541224667,-2.55779569436447,0.351426426426426,0.0258708708708708,0.169834834834835,0.012057057057057,15,798,"unknown",32.8
"sp|P28066|PSA5_HUMAN","Proteasome subunit alpha type-5 ","PSMA5",1,"Non-Exosome",0.883250412488479,-0.561707148420853,-2,0.6775,0.1125,0.25,0.02,4,555,"unknown",28.2
"sp|P28072|PSB6_HUMAN","Proteasome subunit beta type-6 ","PSMB6",1,"Non-Exosome",0.944354062320521,-1.02180437031835,-2.41503749927884,0.4925,0.1575,0.1875,0.1025,2,108,"unknown",8.4
"sp|P28161-2|GSTM2_HUMAN","Isoform 2 of Glutathione S-transferase Mu 2 ","GSTM2",0.0099,"Non-Exosome",0.942625379255391,-1.34617564113404,-2.06894735371749,0.393333333333333,0.0633333333333334,0.238333333333333,0.0316666666666667,2,644,"unknown",0
"sp|P28288|ABCD3_HUMAN","ATP-binding cassette sub-family D member 3 ","ABCD3",1,"Non-Exosome",0.886694619548561,-0.908770328826741,-1.69743722997957,0.532638888888889,0.135138888888889,0.308333333333333,0.128333333333333,8,799,"unknown",18.1
"sp|P28331-2|NDUS1_HUMAN","Isoform 2 of NADH-ubiquinone oxidoreductase 75 kDa subunit; mitochondrial ","NDUFS1",1,"Non-Exosome",0.929084991534523,-1.10189916286495,-2.02873747643732,0.465902777777778,0.119652777777778,0.245069444444444,0.0638194444444445,6,110,"unknown",13.1
"sp|P28340|DPOD1_HUMAN","DNA polymerase delta catalytic subunit ","POLD1",0.9996,"Non-Exosome",0.955260212105396,-1.73696559416621,-1.95735566259151,0.3,0.16,0.2575,0.1875,2,917,"unknown",1.5
"sp|P28370-2|SMCA1_HUMAN","Isoform 2 of Probable global transcription activator SNF2L1 ","SMARCA1",0.0135,"Non-Exosome",0.966855219216551,-0.929610672108602,-3.05889368905357,0.525,0.015,0.12,0.02,1,475,"unknown",0
"sp|P28482-2|MK01_HUMAN","Isoform 2 of Mitogen-activated protein kinase 1 ","MAPK1",0.0035,"Non-Exosome",0.884370271544596,-0.925037942318777,-1.65896308216493,0.526666666666667,0.106666666666667,0.316666666666667,0.0266666666666667,1,609,"unknown",0
"sp|P28482|MK01_HUMAN","Mitogen-activated protein kinase 1 ","MAPK1",0.9997,"Non-Exosome",0.889560048298717,-0.9667238451257,-1.67039797722722,0.511666666666667,0.121666666666667,0.314166666666667,0.0291666666666666,2,609,"unknown",6.9
"sp|P28838-2|AMPL_HUMAN","Isoform 2 of Cytosol aminopeptidase ","LAP3",1,"Non-Exosome",0.956775078577566,-1.20783875159167,-2.50089823593268,0.432916666666667,0.160416666666667,0.176666666666667,0.00666666666666667,5,800,"unknown",18.2
"sp|P29144|TPP2_HUMAN","Tripeptidyl-peptidase 2 ","TPP2",1,"Non-Exosome",0.869735805169917,0.00719550140420377,-2.43440282414578,1.005,0.185,0.185,0.065,2,111,"unknown",1.8
"sp|P29279-2|CTGF_HUMAN","Isoform 2 of Connective tissue growth factor ","CTGF",0.9865,"Non-Exosome",0.985730089634224,-1.35845397091248,-3.55639334852439,0.39,0.05,0.085,0.015,1,1938,"unknown",2.8
"sp|P29317|EPHA2_HUMAN","Ephrin type-A receptor 2 ","EPHA2",1,"Exosome",0.910263553414209,1.10212025848135,0.596770676468123,2.14669950738916,0.338128078817734,1.5123275862069,0.0473275862068965,18,801,"unknown",23.1
"sp|P29323-2|EPHB2_HUMAN","Isoform 2 of Ephrin type-B receptor 2 ","EPHB2",0.9999,"Exosome",0.762290031565868,0.576925181655741,-0.00682886300630049,1.49166666666667,0.148333333333333,0.995277777777778,0.0302777777777778,3,801,"unknown",5.4
"sp|P29401-2|TKT_HUMAN","Isoform 2 of Transketolase ","TKT",1,"Non-Exosome",0.788070817109108,-0.391190757324476,-1.46270393290916,0.7625,0.005,0.3628125,0.0296875,10,802,"unknown",23.4
"sp|P29622|KAIN_HUMAN","Kallistatin ","SERPINA4",0.9865,"Exosome",0.910187182768416,1.5333972252319,0.182268536302724,2.89466666666667,0.761333333333333,1.13466666666667,0.141333333333333,1,1939,"unknown",1.9
"sp|P29692-2|EF1D_HUMAN","Isoform 2 of Elongation factor 1-delta ","EEF1D",1,"Non-Exosome",0.867069687815888,-0.412429267370292,-1.99752892596016,0.751357142857143,0.154357142857143,0.250428571428571,0.0375714285714286,5,607,"unknown",24.5
"sp|P29803|ODPAT_HUMAN","Pyruvate dehydrogenase E1 component subunit alpha; testis-specific form; mitochondrial ","PDHA2",0.0098,"Non-Exosome",0.780669397614439,-0.643856189774725,-1.17625063969173,0.64,0.29,0.4425,0.1725,1,633,"unknown",0
"sp|P29966|MARCS_HUMAN","Myristoylated alanine-rich C-kinase substrate ","MARCKS",1,"Exosome",0.638716425777511,0.0322688034723442,-0.0653487111908675,1.02261904761905,0.265952380952381,0.955714285714286,0.264285714285714,3,112,"unknown",36.1
"sp|P29992|GNA11_HUMAN","Guanine nucleotide-binding protein subunit alpha-11 ","GNA11",1,"Exosome",0.669179203242952,0.299146950638077,-0.181013136488292,1.23041666666667,0.219583333333333,0.882083333333333,0.242916666666667,7,592,"unknown",27.6
"sp|P30040|ERP29_HUMAN","Endoplasmic reticulum resident protein 29 ","ERP29",1,"Non-Exosome",0.815111440431557,-0.779193829555503,-1.25550766919891,0.582692307692308,0.00961538461538464,0.418846153846154,0.0126923076923076,7,804,"unknown",33.3
"sp|P30041|PRDX6_HUMAN","Peroxiredoxin-6 ","PRDX6",1,"Non-Exosome",0.828756064902233,-0.620537782122815,-1.49973249927204,0.650428427419355,0.0830090725806452,0.353618951612903,0.0820060483870968,12,113,"unknown",42.9
"sp|P30044-2|PRDX5_HUMAN","Isoform Cytoplasmic+peroxisomal of Peroxiredoxin-5; mitochondrial ","PRDX5",1,"Non-Exosome",0.965583819017064,-1.53354067747057,-2.42662547355406,0.345428571428571,0.0359047619047619,0.186,0.00599999999999999,5,806,"unknown",52.5
"sp|P30048|PRDX3_HUMAN","Thioredoxin-dependent peroxide reductase; mitochondrial ","PRDX3",1,"Non-Exosome",0.974907662958343,-1.72017498992492,-2.58290297854286,0.303511904761905,0.0893452380952381,0.166904761904762,0.00976190476190475,4,807,"unknown",24.2
"sp|P30049|ATPD_HUMAN","ATP synthase subunit delta; mitochondrial ","ATP5D",1,"Non-Exosome",1,-2.47393118833241,-1.10469737866669,0.18,0.05,0.465,0.345,2,114,"Non-Exosome",17.9
"sp|P30050|RL12_HUMAN","60S ribosomal protein L12 ","RPL12",1,"Non-Exosome",0.957167208482359,-1.26188071121742,-2.45798964446339,0.417,0.026,0.182,0.029,5,808,"unknown",44.2
"sp|P30084|ECHM_HUMAN","Enoyl-CoA hydratase; mitochondrial ","ECHS1",1,"Non-Exosome",0.931031441526808,-0.92275700106754,-2.23276896297612,0.5275,0.2125,0.21275,0.01475,4,115,"unknown",26.6
"sp|P30085|KCY_HUMAN","UMP-CMP kinase ","CMPK1",1,"Non-Exosome",0.904935606647581,-0.917297410669751,-1.88496675705376,0.5295,0.0445,0.27075,0.06675,3,972,"unknown",20.1
"sp|P30086|PEBP1_HUMAN","Phosphatidylethanolamine-binding protein 1 ","PEBP1",1,"Non-Exosome",0.834326535379153,-0.391190757324476,-1.76121314041288,0.7625,0.2925,0.295,0.075,2,116,"unknown",15.5
"sp|P30101|PDIA3_HUMAN","Protein disulfide-isomerase A3 ","PDIA3",1,"Non-Exosome",0.948540629148434,-1.36752496132747,-2.16272950003811,0.387555555555556,0.00288888888888889,0.223333333333333,0.0326666666666667,20,691,"unknown",50.5
"sp|P30405|PPIF_HUMAN","Peptidyl-prolyl cis-trans isomerase F; mitochondrial ","PPIF",1,"Non-Exosome",0.95813192895412,-1.40863972808069,-2.34007544159762,0.376666666666667,0.151666666666667,0.1975,0.0525,3,809,"unknown",15
"sp|P30459|1A74_HUMAN","HLA class I histocompatibility antigen; A-74 alpha chain ","HLA-A",0.0392,"Exosome",0.592469085478213,0.203027096469516,-0.407576185798183,1.15111111111111,0.0711111111111112,0.753888888888889,0.290555555555556,5,571,"unknown",0
"sp|P30479|1B41_HUMAN","HLA class I histocompatibility antigen; B-41 alpha chain ","HLA-B",1,"Exosome",0.837189525290643,0.677508242264722,0.349789870241872,1.599375,0.105625,1.274375,0.393125,3,571,"unknown",20.2
"sp|P30481|1B44_HUMAN","HLA class I histocompatibility antigen; B-44 alpha chain ","HLA-B",0.017,"Exosome",0.847523308312526,0.762703155579817,0.342459928018719,1.69666666666667,0.00833333333333341,1.26791666666667,0.399583333333333,2,571,"unknown",0
"sp|P30499|1C01_HUMAN","HLA class I histocompatibility antigen; Cw-1 alpha chain ","HLA-C",0.0113,"Exosome",0.747853280679955,0.508428652531857,-0.0157144708539737,1.4225,0.0658333333333334,0.989166666666667,0.249166666666667,4,571,"unknown",0
"sp|P30505|1C08_HUMAN","HLA class I histocompatibility antigen; Cw-8 alpha chain ","HLA-C",0.9987,"Exosome",0.790511438565924,0.659163442562576,0.0701030504738764,1.57916666666667,0.134166666666667,1.04979166666667,0.263541666666667,4,571,"unknown",19.7
"sp|P30530-2|UFO_HUMAN","Isoform Short of Tyrosine-protein kinase receptor UFO ","AXL",1,"Non-Exosome",0.911868191484129,-1.81096617560998,-1.12029423371771,0.285,0.035,0.46,0.07,2,118,"unknown",4.2
"sp|P30533|AMRP_HUMAN","Alpha-2-macroglobulin receptor-associated protein ","LRPAP1",1,"Non-Exosome",0.942628317954935,-1.53011402372554,-1.89342833580195,0.34625,0.00375,0.269166666666667,0.0641666666666666,3,119,"unknown",10.4
"sp|P30536|TSPOA_HUMAN","Translocator protein ","TSPO",1,"Non-Exosome",0.970346067081944,-1.31293931166011,-2.79920272629414,0.4025,0.1225,0.143666666666667,0.000333333333333324,4,120,"unknown",43
"sp|P30566-2|PUR8_HUMAN","Isoform 2 of Adenylosuccinate lyase ","ADSL",1,"Non-Exosome",0.955993651560203,-1.68965987938785,-2.01936532486693,0.31,0.05,0.246666666666667,0.0666666666666666,3,812,"unknown",9.2
"sp|P30613-2|KPYR_HUMAN","Isoform L-type of Pyruvate kinase PKLR ","PKLR",0.6719,"Non-Exosome",0.770979077274719,-0.589646966321868,-1.17401313956755,0.664505494505495,0.0616483516483517,0.443186813186813,0.0760439560439561,1,2848,"unknown",5
"sp|P30837|AL1B1_HUMAN","Aldehyde dehydrogenase X; mitochondrial ","ALDH1B1",1,"Non-Exosome",0.945952176675153,-1.22179142360191,-2.25153876699596,0.42875,0.03875,0.21,0.085,5,815,"unknown",16.1
"sp|P31040|SDHA_HUMAN","Succinate dehydrogenase [ubiquinone] flavoprotein subunit; mitochondrial ","SDHA",1,"Non-Exosome",0.95599652299765,-1.36507488680502,-2.3296775944923,0.388214285714286,0.0267857142857143,0.198928571428571,0.00392857142857142,6,816,"unknown",13.9
"sp|P31150|GDIA_HUMAN","Rab GDP dissociation inhibitor alpha ","GDI1",1,"Non-Exosome",0.77150226464823,-0.477274631406783,-1.28513173889879,0.718333333333333,0.0683333333333334,0.410333333333333,0.0636666666666667,4,930,"unknown",10.7
"sp|P31153|METK2_HUMAN","S-adenosylmethionine synthase isoform type-2 ","MAT2A",1,"Non-Exosome",0.889000698595752,-1.30163333266951,-1.34495353598608,0.405666666666667,0.0176666666666667,0.393666666666667,0.0703333333333333,5,817,"unknown",14.7
"sp|P31431|SDC4_HUMAN","Syndecan-4 ","SDC4",1,"Exosome",0.988607434750446,2.1025181658006,1.78097494354214,4.29458333333333,0.322083333333333,3.43658333333333,0.974083333333333,8,818,"unknown",34.3
"sp|P31689|DNJA1_HUMAN","DnaJ homolog subfamily A member 1 ","DNAJA1",1,"Exosome",0.649141432299244,0.341056899622468,-0.306962097564495,1.26668421052632,0.000684210526315732,0.808342105263158,0.00534210526315793,7,819,"unknown",29
"sp|P31930|QCR1_HUMAN","Cytochrome b-c1 complex subunit 1; mitochondrial ","UQCRC1",1,"Non-Exosome",0.71620246184959,-0.287042577243505,-1.18522731073814,0.819580419580419,0.075034965034965,0.439755244755245,0.142062937062937,6,122,"unknown",20.2
"sp|P31937|3HIDH_HUMAN","3-hydroxyisobutyrate dehydrogenase; mitochondrial ","HIBADH",1,"Non-Exosome",0.969127021561391,-2.12815635149068,-1.97852027258955,0.22875,0.14875,0.25375,0.03375,3,123,"unknown",9.8
"sp|P31939|PUR9_HUMAN","Bifunctional purine biosynthesis protein PURH ","ATIC",1,"Non-Exosome",0.897447698989065,-1.01013437713371,-1.71134613639483,0.4965,0.1215,0.305375,0.028375,9,820,"unknown",23
"sp|P31942-2|HNRH3_HUMAN","Isoform 2 of Heterogeneous nuclear ribonucleoprotein H3 ","HNRNPH3",1,"Non-Exosome",0.976126185432479,-1.69841235339681,-2.65706604699233,0.308125,0.111875,0.158541666666667,0.0497916666666667,3,821,"unknown",8.8
"sp|P31943|HNRH1_HUMAN","Heterogeneous nuclear ribonucleoprotein H ","HNRNPH1",1,"Non-Exosome",0.94908041159771,-1.2667865406949,-2.27084983719032,0.415584415584416,0.000129870129870147,0.207207792207792,0.0199350649350649,5,821,"unknown",18.6
"sp|P31946-2|1433B_HUMAN","Isoform Short of 14-3-3 protein beta/alpha ","YWHAB",1,"Non-Exosome",0.702679580803443,-0.308331327547088,-1.10097670078244,0.80757528957529,0.0227104247104247,0.466200772200772,0.0367722007722008,9,1029,"unknown",44.3
"sp|P31948-2|STIP1_HUMAN","Isoform 2 of Stress-induced-phosphoprotein 1 ","STIP1",1,"Non-Exosome",0.784021888239328,-0.609432359171198,-1.22856255289363,0.655454545454546,0.0554545454545455,0.426742424242424,0.00507575757575757,11,822,"unknown",28.4
"sp|P31949|S10AB_HUMAN","Protein S100-A11 ","S100A11",1,"Non-Exosome",0.917926367945878,-0.980891177052294,-1.98564470702293,0.506666666666667,0.0833333333333334,0.2525,0.0975,1,124,"unknown",17.1
"sp|P32119|PRDX2_HUMAN","Peroxiredoxin-2 ","PRDX2",1,"Non-Exosome",0.898645781131129,-0.838277655278033,-1.89016800663837,0.559310897435897,0.0722275641025641,0.269775641025641,0.0556089743589743,6,823,"unknown",28.3
"sp|P32969|RL9_HUMAN","60S ribosomal protein L9 ","RPL9",1,"Non-Exosome",0.867974433265847,-0.394573396719128,-2.02285093912803,0.760714285714286,0.389285714285714,0.246071428571429,0.0389285714285714,2,824,"unknown",15.5
"sp|P33076-2|C2TA_HUMAN","Isoform 2 of MHC class II transactivator ","CIITA",0.241,"Non-Exosome",0.954496557287986,-1.42146376843828,-2.24013400372371,0.373333333333333,0.0666666666666667,0.211666666666667,0.0283333333333333,1,768,"unknown",1
"sp|P33176|KINH_HUMAN","Kinesin-1 heavy chain ","KIF5B",1,"Exosome",0.882677277809337,0.819395694112158,0.579823777422187,1.76466666666667,0.0143809523809524,1.49466666666667,0.0543809523809523,7,826,"unknown",10.5
"sp|P33240-2|CSTF2_HUMAN","Isoform 2 of Cleavage stimulation factor subunit 2 ","CSTF2",1,"Non-Exosome",0.952316557199797,-1.35845397091248,-2.25153876699596,0.39,0.19,0.21,0.09,1,827,"unknown",2.1
"sp|P33316-2|DUT_HUMAN","Isoform 2 of Deoxyuridine 5'-triphosphate nucleotidohydrolase; mitochondrial ","DUT",0.9734,"Non-Exosome",0.933114038037273,-1.08926733809709,-2.10469737866669,0.47,0.07,0.2325,0.1025,1,2340,"unknown",7.5
"sp|P33527-3|MRP1_HUMAN","Isoform 3 of Multidrug resistance-associated protein 1 ","ABCC1",1,"Non-Exosome",0.752461294933561,0.208933381827718,-1.84944032342462,1.15583333333333,0.459166666666667,0.2775,0.0625,4,828,"unknown",5.2
"sp|P33552|CKS2_HUMAN","Cyclin-dependent kinases regulatory subunit 2 ","CKS2",1,"Non-Exosome",0.699390582094388,-0.519734877945537,-0.882304957330245,0.6975,0.1225,0.5425,0.1875,2,125,"unknown",24.1
"sp|P33981-2|TTK_HUMAN","Isoform 2 of Dual specificity protein kinase TTK ","TTK",0.0017,"Non-Exosome",0.660216746939187,-0.37239316187035,-0.862496476250065,0.7725,0.0925,0.55,0.04,1,568,"unknown",0
"sp|P33991|MCM4_HUMAN","DNA replication licensing factor MCM4 ","MCM4",1,"Non-Exosome",0.965953675548641,-1.73216460790239,-2.24810786159569,0.301,0.129,0.2105,0.0145,6,829,"unknown",8.7
"sp|P33992|MCM5_HUMAN","DNA replication licensing factor MCM5 ","MCM5",1,"Non-Exosome",0.896680050837586,-0.761213140412883,-1.94341647163363,0.59,0.33,0.26,0,3,830,"unknown",6.4
"sp|P33993|MCM7_HUMAN","DNA replication licensing factor MCM7 ","MCM7",1,"Non-Exosome",0.924345082938872,-0.971430847803229,-2.084160447664,0.51,0.06,0.235833333333333,0.100833333333333,4,831,"unknown",8.9
"sp|P34741|SDC2_HUMAN","Syndecan-2 ","SDC2",1,"Exosome",0.995885635605201,2.41616416473313,2.57288966842058,5.3375,1.6025,5.95,0.5,2,832,"unknown",26.1
"sp|P34897-2|GLYM_HUMAN","Isoform 2 of Serine hydroxymethyltransferase; mitochondrial ","SHMT2",1,"Non-Exosome",0.923714555542379,-1.15513792791958,-1.89781845814962,0.449023255813954,0.0470232558139535,0.268348837209302,0.0223488372093023,12,833,"unknown",38.3
"sp|P34931|HS71L_HUMAN","Heat shock 70 kDa protein 1-like ","HSPA1L",1,"Exosome",0.796628545283362,0.541091898400266,0.219883177920057,1.45507336757153,0.000245781364636932,1.16463927610663,0.0600415749572022,15,664,"unknown",26.5
"sp|P34932|HSP74_HUMAN","Heat shock 70 kDa protein 4 ","HSPA4",1,"Non-Exosome",0.813955621788837,-0.626583789154817,-1.394742737061,0.647708333333333,0.0110416666666667,0.3803125,0.0196875,12,1403,"unknown",24
"sp|P35221-2|CTNA1_HUMAN","Isoform 2 of Catenin alpha-1 ","CTNNA1",1,"Non-Exosome",0.702857510678703,-0.351534556972686,-1.06014657236365,0.78375,0.11125,0.479583333333333,0.0920833333333333,6,834,"unknown",9.2
"sp|P35222|CTNB1_HUMAN","Catenin beta-1 ","CTNNB1",1,"Exosome",0.525689714330709,-0.0481990882573323,-0.423305115262444,0.967142857142857,0.397142857142857,0.745714285714286,0.365714285714286,7,606,"unknown",8.5
"sp|P35232|PHB_HUMAN","Prohibitin ","PHB",1,"Non-Exosome",0.972476021963849,-1.65120419305821,-2.55052070238956,0.318374304267161,0.00223794063079777,0.170693413729128,0.0108974953617811,10,835,"unknown",49.6
"sp|P35241|RADI_HUMAN","Radixin ","RDX",1,"Non-Exosome",0.514854899782575,0.133798443723544,-0.754659572926529,1.09717864205669,0.0849835201054714,0.592686222808174,0.0648813447593935,16,783,"unknown",23.7
"sp|P35249|RFC4_HUMAN","Replication factor C subunit 4 ","RFC4",1,"Non-Exosome",0.596484026226344,-0.736965594166206,-0.238714726638381,0.6,0.08,0.8475,0.0175,2,836,"unknown",13.8
"sp|P35250-2|RFC2_HUMAN","Isoform 2 of Replication factor C subunit 2 ","RFC2",1,"Non-Exosome",0.921047341082799,-1.47393118833241,-1.55639334852439,0.36,0.015,0.34,0.12,4,837,"unknown",10
"sp|P35268|RL22_HUMAN","60S ribosomal protein L22 ","RPL22",1,"Non-Exosome",0.922133543235464,-1.4672674580514,-1.57776699931695,0.361666666666667,0.271666666666667,0.335,0.305,1,126,"unknown",27.7
"sp|P35270|SPRE_HUMAN","Sepiapterin reductase ","SPR",1,"Exosome",0.621612499256185,0.74416109557041,-0.81730770248381,1.675,0.0599999999999999,0.5675,0.1725,2,475,"unknown",6.5
"sp|P35348-9|ADA1A_HUMAN","Isoform 9 of Alpha-1A adrenergic receptor ","ADRA1A",0.9519,"Exosome",0.600931197865438,0.316145742293356,-0.483984852996335,1.245,1.015,0.715,0.025,1,2433,"unknown",1.9
"sp|P35367|HRH1_HUMAN","Histamine H1 receptor ","HRH1",1,NA,0.5,-0.0702090022814026,-0.483984852996335,0.9525,0.5225,0.715,0.005,2,127,"unknown",6.2
"sp|P35527|K1C9_HUMAN","Keratin; type I cytoskeletal 9 ","KRT9",1,"Non-Exosome",0.780626421826396,-0.695878402123008,-1.12605559387029,0.617333333333333,0.0333333333333333,0.458166666666667,0.144833333333333,7,606,"unknown",23.9
"sp|P35579|MYH9_HUMAN","Myosin-9 ","MYH9",1,"Non-Exosome",0.854961998822742,-0.741557676131979,-1.57749062022042,0.598093243002318,0.00549830629345699,0.335064182563737,0.023796576929934,70,838,"unknown",39.6
"sp|P35580-2|MYH10_HUMAN","Isoform 2 of Myosin-10 ","MYH10",1,"Non-Exosome",0.806895485789932,-0.589149106241634,-1.38575417695666,0.664734848484849,0.0522348484848484,0.382689393939394,0.0251893939393939,17,838,"unknown",11
"sp|P35606|COPB2_HUMAN","Coatomer subunit beta' ","COPB2",1,"Non-Exosome",0.846314301018968,-0.473764219402085,-1.76938707185859,0.720083333333333,0.0540833333333333,0.293333333333333,0.0233333333333333,8,839,"unknown",10.8
"sp|P35609-2|ACTN2_HUMAN","Isoform 2 of Alpha-actinin-2 ","ACTN2",0.0266,"Non-Exosome",0.835566093083398,-0.349235440883098,-1.81096617560998,0.785,0.105,0.285,0.0125,4,465,"unknown",0
"sp|P35613-2|BASI_HUMAN","Isoform 2 of Basigin ","BSG",1,"Exosome",0.80652368036603,0.596332451272424,0.226351072419374,1.51186827956989,0.118965053763441,1.16987231182796,0.124711021505376,10,840,"unknown",48.3
"sp|P35613-3|BASI_HUMAN","Isoform 3 of Basigin ","BSG",0.084,"Exosome",0.737321009052146,0.507932144428061,-0.068113942952039,1.42201052631579,0.146410526315789,0.953884210526316,0.126515789473684,7,840,"unknown",0
"sp|P35637-2|FUS_HUMAN","Isoform Short of RNA-binding protein FUS ","FUS",1,"Non-Exosome",0.955590060021041,-1.37239316187035,-2.31293931166011,0.38625,0.23125,0.20125,0.03125,4,841,"unknown",12.8
"sp|P35658-2|NU214_HUMAN","Isoform 2 of Nuclear pore complex protein Nup214 ","NUP214",0.8148,"Exosome",0.996615487920107,3.06263982828646,2.16992500144231,8.355,2.775,4.5,2.19,1,2698,"unknown",0.9
"sp|P35659|DEK_HUMAN","Protein DEK ","DEK",1,"Non-Exosome",0.887360950667371,-0.915935735211525,-1.69715874430341,0.53,0.16,0.308392857142857,0.0841071428571429,7,842,"unknown",21
"sp|P35749-2|MYH11_HUMAN","Isoform 2 of Myosin-11 ","MYH11",0.099,"Non-Exosome",0.77434804276197,-0.416962376203336,-1.35919400429156,0.749,0.0197999999999999,0.3898,0.0254,15,838,"unknown",0
"sp|P35908|K22E_HUMAN","Keratin; type II cytoskeletal 2 epidermal ","KRT2",1,"Non-Exosome",0.818411146743009,-0.584729826736153,-1.46426809098169,0.666774193548387,0.0680645161290323,0.36241935483871,0.0304838709677419,12,607,"unknown",16.4
"sp|P35998|PRS7_HUMAN","26S protease regulatory subunit 7 ","PSMC2",1,"Non-Exosome",0.917817840802822,-1.02693982719592,-1.93972198807589,0.49075,0.02325,0.260666666666667,0.044,10,844,"unknown",24.9
"sp|P36404-2|ARL2_HUMAN","Isoform 2 of ADP-ribosylation factor-like protein 2 ","ARL2",0.0097,"Non-Exosome",0.910028916794826,-0.655171503002559,-2.200912693926,0.635,0.165,0.2175,0.0975,3,878,"unknown",0
"sp|P36404|ARL2_HUMAN","ADP-ribosylation factor-like protein 2 ","ARL2",1,"Non-Exosome",0.839439981480939,-0.437655801940863,-1.75308525952948,0.738333333333333,0.301666666666667,0.296666666666667,0.11,4,878,"unknown",14.1
"sp|P36507|MP2K2_HUMAN","Dual specificity mitogen-activated protein kinase kinase 2 ","MAP2K2",0.9963,"Non-Exosome",0.871959182869231,-0.77349147019132,-1.68965987938785,0.585,0.085,0.31,0.1,2,1112,"unknown",6.3
"sp|P36542-2|ATPG_HUMAN","Isoform Heart of ATP synthase subunit gamma; mitochondrial ","ATP5C1",1,"Non-Exosome",0.955057836324716,-1.47593632422279,-2.200912693926,0.3595,0.0105,0.2175,0.0355,7,128,"unknown",39.2
